student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
jmtimper,CSC226-001-STADDON-S16,850,5,3716.12,3654.462,61.658,4.356529894,5.138166667,4.345376932,7.212980856,0,44,27,30,11,91,64,49,28,21,0.086021505,3.555555556,0.167979003,760,2,430,332,762,0,18,744,0.976377953,0.00656168,0.023622047,272,0,8,1,6
jmtimper,CSC226-001-STADDON-S16,131,5,378.71,362.403,16.307,2.82619403,1.482454545,2.946365854,4.220016662,0,7,5,12,4,16,19,9,6,3,0.188118812,1,0.316666667,118,0,71,47,118,0,17,101,0.855932203,0.042372881,0.144067797,9,0,9,0,0
jmtimper,CSC226-001-STADDON-S16,197,5,646.074,641.277,4.797,3.23037,1.599,3.255213198,4.010072667,0,10,15,20,1,27,31,15,10,5,0.191358025,1.631578947,0.342541436,173,0,141,32,173,0,11,162,0.936416185,0.028901734,0.063583815,14,0,1,0,4
maskelto,CSC226-001-STADDON-S16,399,7,2417.993,2360.557,57.436,5.955647783,3.378588235,6.068269923,10.01580217,4,44,30,21,1,100,34,62,44,18,0.119298246,2.266666667,0.226666667,306,0,306,0,306,4,21,285,0.931372549,0.022875817,0.068627451,7,2,5,0,1
maskelto,CSC226-001-STADDON-S16,228,15,1439.594,1393.92,45.674,6.205146552,6.524857143,6.1952,11.45034623,0,25,15,11,2,34,24,29,25,4,0.134831461,1.6,0.248704663,198,0,198,0,198,0,20,178,0.898989899,0.075757576,0.101010101,2,0,5,0,3
maskelto,CSC226-001-STADDON-S16,199,5,1221.297,1149.143,72.154,5.957546341,7.2154,5.893041026,10.75673301,0,16,16,12,5,43,21,28,16,12,0.139072848,1.166666667,0.24852071,162,0,162,0,162,0,11,151,0.932098765,0.030864198,0.067901235,2,0,6,0,2
maskelto,CSC226-001-STADDON-S16,749,4,4345.719,4267.821,77.898,5.76355305,4.099894737,5.806559184,11.22740902,0,67,63,44,49,93,77,146,86,60,0.123794212,0.9625,0.219373219,661,0,659,2,661,0,39,622,0.940998487,0.006051437,0.059001513,4,0,14,1,10
maskelto,CSC226-001-STADDON-S16,179,11,674.241,669.699,4.542,3.664353261,0.648857143,3.783610169,6.406006639,0,7,12,23,0,40,30,12,6,6,0.238095238,1.111111111,0.392156863,144,0,144,0,144,0,18,126,0.875,0.076388889,0.125,2,0,5,0,5
maskelto,CSC226-001-STADDON-S16,282,9,1406.966,1356.334,50.632,4.902320557,2.664842105,5.060947761,7.559160771,0,8,7,45,8,43,33,35,21,14,0.152073733,0.891891892,0.25984252,244,0,244,0,244,0,27,217,0.889344262,0.036885246,0.110655738,29,0,15,0,4
mdsonnen,CSC226-001-STADDON-S16,284,1,2019.335,1982.679,36.656,6.939295533,5.236571429,6.981264085,11.26861201,0,24,20,31,1,56,38,38,19,19,0.168141593,2.533333333,0.315352697,235,0,235,0,235,0,9,226,0.961702128,0.004255319,0.038297872,7,2,5,0,2
mdsonnen,CSC226-001-STADDON-S16,194,1,1376.273,1350.842,25.431,6.950873737,3.633,7.072471204,13.44141833,0,16,14,17,0,29,28,19,9,10,0.171779141,1.866666667,0.314606742,169,0,169,0,169,0,6,163,0.964497041,0.00591716,0.035502959,0,0,5,0,9
mdsonnen,CSC226-001-STADDON-S16,105,2,961.72,954.448,7.272,8.904814815,0.661090909,9.839670103,15.00392948,0,10,9,5,0,15,19,5,3,2,0.231707317,0.863636364,0.365384615,93,0,93,0,93,0,11,82,0.88172043,0.021505376,0.11827957,0,0,9,0,3
mdsonnen,CSC226-001-STADDON-S16,605,7,6335.424,6291.6,43.824,10.36894272,2.434666667,10.60978078,16.01760634,0,46,30,33,39,75,79,69,36,33,0.153996101,2.548387097,0.290441176,536,0,536,0,536,0,23,513,0.957089552,0.013059701,0.042910448,46,0,13,0,16
mdsonnen,CSC226-001-STADDON-S16,89,0,397.429,392.148,5.281,4.273430108,0.754428571,4.559860465,9.28147221,0,6,3,13,1,21,20,3,1,2,0.298507463,1.052631579,0.465116279,72,0,72,0,72,0,5,67,0.930555556,0,0.069444444,8,0,5,0,0
mdsonnen,CSC226-001-STADDON-S16,90,0,623.813,561.81,62.003,6.707666667,20.66766667,6.242333333,11.42482478,0,12,7,10,1,15,25,5,1,4,0.324675325,1.315789474,0.520833333,78,0,78,0,78,0,1,77,0.987179487,0,0.012820513,1,0,1,0,0
jhwooste,CSC226-001-STADDON-S16,264,8,2866.455,2788.456,77.999,10.6165,9.749875,10.64296183,15.52625731,2,18,15,32,0,42,41,24,12,12,0.198067633,2.733333333,0.369369369,227,1,228,0,228,1,21,207,0.907894737,0.035087719,0.092105263,0,4,5,0,6
jhwooste,CSC226-001-STADDON-S16,541,18,4838.311,4634.96,203.351,8.845175503,9.243227273,8.828495238,14.71396793,0,28,33,74,1,105,95,41,26,15,0.244845361,2.021276596,0.436781609,442,0,431,11,442,0,54,388,0.877828054,0.040723982,0.122171946,0,0,12,1,13
jhwooste,CSC226-001-STADDON-S16,321,0,1956.403,1849.104,107.299,5.982883792,8.941583333,5.870171429,11.15647703,0,31,13,37,2,57,60,23,9,14,0.236220472,1.176470588,0.393442623,270,0,270,0,270,0,16,254,0.940740741,0,0.059259259,0,0,9,1,11
jhwooste,CSC226-001-STADDON-S16,290,0,1819.882,1492.208,327.674,6.169091525,14.89427273,5.46596337,12.07624793,0,34,18,10,0,74,44,18,5,13,0.227979275,0.656716418,0.338461538,221,0,221,0,221,0,28,193,0.873303167,0,0.126696833,0,0,14,1,0
jhwooste,CSC226-001-STADDON-S16,108,0,427.643,347.056,80.587,3.85263964,6.199,3.541387755,6.666107197,0,15,0,15,1,18,18,13,4,9,0.214285714,0.947368421,0.349514563,93,0,93,0,93,0,9,84,0.903225806,0,0.096774194,0,0,9,0,0
jhwooste,CSC226-001-STADDON-S16,103,0,552.045,547.726,4.319,5.207971698,1.439666667,5.317728155,11.56481702,0,12,7,10,0,21,21,8,3,5,0.25,1.105263158,0.40776699,85,0,85,0,85,0,1,84,0.988235294,0,0.011764706,0,0,1,0,0
jtaboad,CSC226-001-STADDON-S16,922,23,3700.19,3639.008,61.182,3.974425349,8.740285714,3.938320346,7.407812207,6,40,34,31,68,145,46,128,59,69,0.062246279,3.066666667,0.122015915,777,9,556,230,786,2,47,739,0.940203562,0.029262087,0.059796438,324,8,5,0,13
jtaboad,CSC226-001-STADDON-S16,946,13,4480.627,4291.29,189.337,4.716449474,23.667125,4.555509554,9.259613542,2,60,56,82,30,92,52,176,74,102,0.062650602,3.466666667,0.123076923,856,2,310,548,858,0,28,830,0.967365967,0.015151515,0.032634033,204,0,5,0,18
jtaboad,CSC226-001-STADDON-S16,684,10,3880.374,3859.841,20.533,5.640078488,1.866636364,5.701389956,11.42018356,0,40,21,34,15,82,51,59,23,36,0.087628866,2.833333333,0.17,606,0,348,258,606,0,24,582,0.96039604,0.01650165,0.03960396,237,0,7,0,17
jtaboad,CSC226-001-STADDON-S16,438,0,1964.61,1899.818,64.792,4.454897959,5.890181818,4.418181395,9.002058949,0,40,14,41,13,65,44,64,17,47,0.120879121,2.444444444,0.230366492,376,0,92,284,376,0,12,364,0.968085106,0,0.031914894,71,0,7,0,13
jtaboad,CSC226-001-STADDON-S16,115,5,558.385,540.826,17.559,4.653208333,2.508428571,4.786070796,9.786393399,0,9,2,14,1,13,16,10,4,6,0.164948454,0.941176471,0.280701754,107,0,107,0,107,0,10,97,0.906542056,0.046728972,0.093457944,30,0,5,0,1
jtaboad,CSC226-001-STADDON-S16,532,0,3331.857,3317.125,14.732,6.227770093,1.4732,6.318333333,13.51134905,0,32,23,54,2,76,45,66,19,47,0.100222717,2.368421053,0.192307692,459,0,446,13,459,0,10,449,0.978213508,0,0.021786492,106,0,8,0,22
ajsawyer,CSC226-001-STADDON-S16,364,15,3538.137,3443.162,94.975,9.536757412,11.871875,9.485294766,17.02247204,4,19,12,18,1,183,21,29,21,8,0.141891892,1.105263158,0.251497006,180,8,188,0,188,0,40,148,0.787234043,0.079787234,0.212765957,13,14,5,0,1
ajsawyer,CSC226-001-STADDON-S16,134,0,1411.728,1239.264,172.464,10.22991304,9.581333333,10.3272,18.45178773,4,11,6,2,0,58,15,5,5,0,0.2,1,0.333333333,80,0,30,50,80,0,5,75,0.9375,0,0.0625,0,0,0,0,0
ajsawyer,CSC226-001-STADDON-S16,494,8,3804.767,3797.482,7.285,7.609534,0.910625,7.71845935,15.56166176,0,23,17,34,0,185,43,32,20,12,0.15034965,0.895833333,0.25748503,315,0,104,211,315,1,29,286,0.907936508,0.025396825,0.092063492,5,2,6,0,13
ajsawyer,CSC226-001-STADDON-S16,241,0,1169.123,1032.706,136.417,4.791487705,9.744071429,4.490026087,10.22142812,0,21,13,8,1,87,31,12,11,1,0.212328767,1.722222222,0.37804878,157,0,23,134,157,0,11,146,0.929936306,0,0.070063694,1,2,7,0,2
ajsawyer,CSC226-001-STADDON-S16,148,6,862.338,857.777,4.561,5.710847682,0.380083333,6.171057554,11.73046043,0,6,4,17,0,46,22,5,4,1,0.247191011,1.157894737,0.407407407,105,0,72,33,105,0,16,89,0.847619048,0.057142857,0.152380952,0,0,9,0,3
ajsawyer,CSC226-001-STADDON-S16,99,0,287.551,281.983,5.568,2.791757282,1.392,2.848313131,4.327514039,0,9,8,6,0,30,19,4,2,2,0.271428571,1,0.426966292,73,0,3,70,73,0,3,70,0.95890411,0,0.04109589,2,0,1,0,0
sdllewel,CSC226-001-STADDON-S16,208,0,1642.482,1545.867,96.615,7.675149533,12.076875,7.504208738,12.6747906,0,16,10,7,4,42,20,17,13,4,0.124223602,1.333333333,0.227272727,172,0,66,106,172,2,11,161,0.936046512,0,0.063953488,43,2,5,0,1
sdllewel,CSC226-001-STADDON-S16,208,0,1206.448,1162.22,44.228,5.690792453,6.318285714,5.669365854,7.485998563,0,12,7,16,9,25,24,20,12,8,0.133333333,1.142857143,0.23880597,187,0,181,6,187,0,7,180,0.962566845,0,0.037433155,63,0,5,0,1
sdllewel,CSC226-001-STADDON-S16,303,0,1506.914,1412.099,94.815,4.892577922,4.122391304,4.954733333,7.399911233,0,11,11,24,14,47,38,22,10,12,0.157024793,0.904761905,0.267605634,261,0,261,0,261,0,19,242,0.927203065,0,0.072796935,62,0,16,0,1
sdllewel,CSC226-001-STADDON-S16,468,1,2030.936,1963.202,67.734,4.31196603,8.46675,4.240177106,5.671859632,0,20,25,38,33,83,86,30,13,17,0.229333333,4.777777778,0.437659033,388,0,200,188,388,0,13,375,0.966494845,0.00257732,0.033505155,34,0,6,0,5
sdllewel,CSC226-001-STADDON-S16,119,0,344.857,262.316,82.541,2.803715447,3.30164,2.676693878,3.103167277,0,6,3,15,0,25,16,8,6,2,0.216216216,0.444444444,0.290909091,98,0,46,52,98,0,24,74,0.755102041,0,0.244897959,2,0,19,0,0
sdllewel,CSC226-001-STADDON-S16,182,0,830.731,796.1,34.631,4.490437838,3.847888889,4.523295455,8.795793072,0,7,10,22,1,33,36,4,3,1,0.25,1.894736842,0.441717791,152,0,152,0,152,0,8,144,0.947368421,0,0.052631579,15,0,7,0,0
pfleimer,CSC226-001-STADDON-S16,396,4,3080.191,2963.53,116.661,7.643153846,12.96233333,7.521649746,13.16177866,0,18,24,4,15,83,30,31,20,11,0.099337748,2,0.189274448,316,4,320,0,320,4,18,302,0.94375,0.0125,0.05625,94,4,5,1,10
pfleimer,CSC226-001-STADDON-S16,504,4,3193.483,3110.774,82.709,6.298783037,11.81557143,6.221548,8.879350313,0,13,14,43,7,96,40,37,20,17,0.099750623,1.904761905,0.18957346,411,0,411,0,411,0,10,401,0.9756691,0.00973236,0.0243309,99,0,5,0,18
pfleimer,CSC226-001-STADDON-S16,713,2,6165.309,6016.878,148.431,8.598757322,4.788096774,8.770959184,12.82189673,2,11,20,78,17,123,87,39,24,15,0.154255319,2.071428571,0.287128713,594,0,594,0,594,2,30,564,0.949494949,0.003367003,0.050505051,90,2,16,3,62
pfleimer,CSC226-001-STADDON-S16,152,1,851.56,784.546,67.014,5.493935484,5.5845,5.486335664,8.531085285,0,11,6,8,4,33,19,10,8,2,0.165217391,1.055555556,0.285714286,122,0,122,0,122,0,7,115,0.942622951,0.008196721,0.057377049,19,0,6,0,2
pfleimer,CSC226-001-STADDON-S16,144,0,620.027,559.236,60.791,4.217870748,4.342214286,4.204781955,6.580608234,0,6,0,16,4,44,22,4,3,1,0.239130435,1.157894737,0.396396396,103,0,103,0,103,0,11,92,0.893203883,0,0.106796117,5,0,10,1,7
pfleimer,CSC226-001-STADDON-S16,149,0,622.47,614.488,7.982,4.095197368,1.9955,4.151945946,5.182571212,0,7,7,15,2,46,24,7,6,1,0.230769231,1.263157895,0.390243902,106,0,106,0,106,0,2,104,0.981132075,0,0.018867925,8,0,1,1,4
bjyounce,CSC226-001-STADDON-S16,233,2,1185.499,1166.619,18.88,4.939579167,2.097777778,5.050298701,7.951829075,10,18,17,6,0,57,15,26,12,14,0.091463415,1,0.167597765,159,24,183,0,183,0,19,164,0.896174863,0.010928962,0.103825137,57,4,5,0,0
bjyounce,CSC226-001-STADDON-S16,168,1,651.918,608.983,42.935,3.812385965,6.133571429,3.713310976,5.498788692,0,25,10,2,0,26,13,24,11,13,0.09352518,0.866666667,0.168831169,145,0,145,0,145,0,6,139,0.95862069,0.006896552,0.04137931,39,0,5,0,0
bjyounce,CSC226-001-STADDON-S16,106,0,378.311,373.384,4.927,3.408207207,0.615875,3.625087379,7.867654537,0,8,9,3,0,31,14,6,4,2,0.189189189,0.777777778,0.304347826,80,0,80,0,80,0,6,74,0.925,0,0.075,12,0,6,0,0
bjyounce,CSC226-001-STADDON-S16,793,22,3443.382,3439.472,3.91,4.325856784,0.434444444,4.370358323,8.576959953,0,39,40,44,16,92,53,86,32,54,0.078635015,2.944444444,0.153179191,697,7,704,0,704,0,30,674,0.957386364,0.03125,0.042613636,162,0,7,0,26
bjyounce,CSC226-001-STADDON-S16,105,0,378.115,372.29,5.825,3.501064815,0.529545455,3.838041237,7.642114868,0,6,2,12,0,20,15,5,2,3,0.189873418,0.789473684,0.306122449,88,0,88,0,88,0,9,79,0.897727273,0,0.102272727,11,0,9,0,2
bjyounce,CSC226-001-STADDON-S16,127,0,382.618,380.791,1.827,2.943215385,0.609,2.998354331,5.421477432,0,6,4,13,1,21,21,3,1,2,0.194444444,1.105263158,0.330708661,109,0,109,0,109,0,1,108,0.990825688,0,0.009174312,20,0,1,0,2
ampoe3,CSC226-001-STADDON-S16,433,18,3820.873,3773.814,47.059,8.683802273,6.722714286,8.715505774,13.67605543,16,19,18,14,18,91,30,39,25,14,0.104895105,2,0.199335548,334,15,348,1,349,18,63,286,0.819484241,0.051575931,0.180515759,61,6,5,0,6
ampoe3,CSC226-001-STADDON-S16,74,0,508.378,408.648,99.73,6.602311688,12.46625,5.922434783,8.684854783,0,5,5,1,0,20,10,1,0,1,0.192307692,0.666666667,0.298507463,57,0,57,0,57,0,5,52,0.912280702,0,0.087719298,16,0,5,0,0
ampoe3,CSC226-001-STADDON-S16,255,3,1896.313,1754.751,141.562,7.321671815,6.434636364,7.404012658,10.99655202,0,9,14,13,5,43,23,18,10,8,0.120418848,0.46,0.190871369,215,1,216,0,216,0,25,191,0.884259259,0.013888889,0.115740741,55,0,16,0,5
ampoe3,CSC226-001-STADDON-S16,300,6,1790.267,1630.655,159.612,5.889036184,8.400631579,5.721596491,9.791807293,0,20,17,18,1,61,37,19,8,11,0.169724771,0.880952381,0.284615385,243,0,243,0,243,0,25,218,0.897119342,0.024691358,0.102880658,48,2,13,0,1
ampoe3,CSC226-001-STADDON-S16,207,1,1332.206,1250.513,81.693,6.283990566,5.4462,6.347781726,9.553664413,0,8,5,25,5,33,31,12,5,7,0.190184049,0.815789474,0.308457711,179,0,179,0,179,0,16,163,0.910614525,0.005586592,0.089385475,43,0,11,0,0
ampoe3,CSC226-001-STADDON-S16,266,4,1497.522,1482.323,15.199,5.505595588,0.799947368,5.85898419,9.514325091,0,16,9,25,3,56,35,18,13,5,0.182291667,0.729166667,0.291666667,216,0,216,0,216,0,24,192,0.888888889,0.018518519,0.111111111,30,0,15,0,0
mamajett,CSC226-001-STADDON-S16,171,6,928.171,867.655,60.516,5.273698864,4.0344,5.389161491,8.644209463,2,16,11,3,1,47,15,16,13,3,0.136363636,1,0.24,129,0,104,25,129,0,19,110,0.852713178,0.046511628,0.147286822,15,4,5,1,0
mamajett,CSC226-001-STADDON-S16,208,1,1306.502,1241.206,65.296,6.191952607,8.162,6.114315271,9.761466153,0,14,9,8,11,20,20,22,8,14,0.108695652,1.333333333,0.201005025,191,0,22,169,191,0,7,184,0.963350785,0.005235602,0.036649215,45,0,5,0,0
mamajett,CSC226-001-STADDON-S16,133,0,678.207,659.708,18.499,4.914543478,4.62475,4.92319403,9.263470144,0,14,7,6,2,20,19,10,3,7,0.165217391,1.055555556,0.285714286,118,0,81,37,118,0,3,115,0.974576271,0,0.025423729,11,0,1,0,3
mamajett,CSC226-001-STADDON-S16,126,5,660.766,651.159,9.607,5.122217054,1.067444444,5.426325,9.426895387,0,14,9,5,0,14,25,3,2,1,0.245098039,1.388888889,0.416666667,115,0,76,39,115,0,13,102,0.886956522,0.043478261,0.113043478,8,0,7,0,1
mamajett,CSC226-001-STADDON-S16,409,10,2488.316,2471.122,17.194,6.039601942,1.563090909,6.162399002,10.57437295,0,34,20,31,8,57,31,62,25,37,0.094512195,1.291666667,0.176136364,353,2,130,225,355,0,27,328,0.923943662,0.028169014,0.076056338,70,0,9,0,2
mamajett,CSC226-001-STADDON-S16,97,3,465.942,455.443,10.499,4.65942,3.499666667,4.69528866,9.579269866,0,6,4,11,1,10,18,4,0,4,0.209302326,0.947368421,0.342857143,90,0,90,0,90,0,4,86,0.955555556,0.033333333,0.044444444,26,0,1,0,0
marora2,CSC226-001-STADDON-S16,875,79,4721.278,4653.201,68.077,5.340812217,9.725285714,5.30581642,10.61732082,4,68,61,32,41,158,29,173,113,60,0.047540984,0.439393939,0.085798817,723,3,718,8,726,2,116,610,0.840220386,0.108815427,0.159779614,15,6,5,0,3
marora2,CSC226-001-STADDON-S16,340,7,3290.208,3205.247,84.961,9.592443149,5.3100625,9.801978593,14.07853375,0,16,21,42,4,31,31,52,39,13,0.108391608,1.476190476,0.201954397,312,0,310,2,312,0,26,286,0.916666667,0.022435897,0.083333333,0,0,9,4,4
marora2,CSC226-001-STADDON-S16,129,0,878.263,773.311,104.952,6.653507576,7.496571429,6.553483051,9.006085688,0,8,9,13,1,13,21,10,4,6,0.190909091,0.954545455,0.318181818,119,0,119,0,119,0,9,110,0.924369748,0,0.075630252,0,0,9,0,5
marora2,CSC226-001-STADDON-S16,563,0,3354.47,3335.959,18.511,5.926625442,2.056777778,5.989154399,9.625538659,0,37,24,93,1,32,100,55,16,39,0.192678227,5.555555556,0.372439479,534,0,534,0,534,0,15,519,0.971910112,0,0.028089888,0,0,7,0,8
marora2,CSC226-001-STADDON-S16,541,26,2945.777,2820.735,125.042,5.425003683,4.809307692,5.455967118,9.884731952,0,16,19,63,19,75,49,68,31,37,0.119512195,1.225,0.217777778,468,0,449,19,468,0,58,410,0.876068376,0.055555556,0.123931624,1,0,19,0,9
marora2,CSC226-001-STADDON-S16,125,0,539.907,515.9,24.007,4.218023438,2.667444444,4.335294118,5.777918002,0,6,6,19,6,14,19,18,7,11,0.180952381,1,0.306451613,114,0,114,0,114,0,9,105,0.921052632,0,0.078947368,0,2,7,0,0
klsebast,CSC226-001-STADDON-S16,160,8,1462.297,1420.615,41.682,8.862406061,5.954571429,8.991234177,12.36164342,2,16,6,11,0,28,18,15,11,4,0.160714286,0.818181818,0.268656716,137,0,137,0,137,4,25,112,0.817518248,0.058394161,0.182481752,4,2,5,0,1
klsebast,CSC226-001-STADDON-S16,194,0,1406.348,1371.42,34.928,7.138822335,3.4928,7.333796791,9.056997653,0,16,7,18,0,24,21,20,17,3,0.127272727,1,0.225806452,173,0,173,0,173,0,8,165,0.953757225,0,0.046242775,18,0,6,1,5
klsebast,CSC226-001-STADDON-S16,449,7,3375.848,3337.396,38.452,7.403175439,3.495636364,7.499766292,10.71643079,0,10,26,40,12,76,52,36,27,9,0.146892655,1.793103448,0.27154047,380,0,374,6,380,0,26,354,0.931578947,0.018421053,0.068421053,48,2,9,0,6
klsebast,CSC226-001-STADDON-S16,143,0,1105.81,981.399,124.411,7.574041096,10.36758333,7.323873134,10.52786251,0,12,6,7,2,16,18,9,6,3,0.148760331,1,0.258992806,130,0,130,0,130,0,9,121,0.930769231,0,0.069230769,25,0,8,1,5
klsebast,CSC226-001-STADDON-S16,114,0,569.534,569.534,0,4.786,0,4.786,8.084958427,0,7,4,18,2,20,25,6,4,2,0.255102041,1.315789474,0.427350427,99,0,99,0,99,0,1,98,0.98989899,0,0.01010101,11,0,0,0,1
klsebast,CSC226-001-STADDON-S16,214,0,731.75,714.097,17.653,3.372119816,3.5306,3.368382075,5.364487083,0,13,9,19,1,35,33,9,6,3,0.185393258,1.736842105,0.335025381,182,0,182,0,182,0,4,178,0.978021978,0,0.021978022,22,0,1,2,4
srritter,CSC226-001-STADDON-S16,62,0,527.714,515.136,12.578,7.876328358,1.796857143,8.5856,13.96936112,0,7,8,0,0,16,12,3,3,0,0.272727273,0.8,0.406779661,51,0,51,0,51,0,7,44,0.862745098,0,0.137254902,0,2,5,0,1
srritter,CSC226-001-STADDON-S16,233,11,1492.318,1450.954,41.364,6.296700422,1.969714286,6.71737963,9.364713401,0,18,13,16,0,28,30,17,13,4,0.171428571,0.789473684,0.281690141,209,0,209,0,209,0,34,175,0.837320574,0.052631579,0.162679426,30,2,15,0,1
srritter,CSC226-001-STADDON-S16,82,1,343.954,312.897,31.057,4.046517647,3.450777778,4.117065789,5.305141286,0,7,10,0,0,22,17,0,0,0,0.309090909,0.772727273,0.441558442,63,0,63,0,63,0,8,55,0.873015873,0.015873016,0.126984127,0,0,7,0,0
srritter,CSC226-001-STADDON-S16,96,0,593.213,510.753,82.46,5.992050505,9.162222222,5.675033333,7.98683016,0,11,7,0,0,13,15,3,3,0,0.189873418,0.833333333,0.309278351,86,0,86,0,86,0,7,79,0.918604651,0,0.081395349,2,0,7,0,2
srritter,CSC226-001-STADDON-S16,101,5,594.316,548.657,45.659,5.770058252,1.82636,7.034064103,10.27374807,0,5,0,9,1,19,13,2,2,0,0.228070175,0.361111111,0.279569892,84,0,84,0,84,0,27,57,0.678571429,0.05952381,0.321428571,5,0,19,0,3
srritter,CSC226-001-STADDON-S16,236,5,1353.756,1298.042,55.714,5.664251046,3.095222222,5.873493213,9.71722174,0,11,5,32,4,38,37,15,8,7,0.218934911,0.402173913,0.283524904,201,0,201,0,201,0,32,169,0.84079602,0.024875622,0.15920398,14,0,14,0,0
ssganni,CSC226-001-STADDON-S16,319,2,1433.648,1416.86,16.788,4.424839506,1.865333333,4.497968254,8.020004615,2,22,8,22,6,66,38,20,12,8,0.164502165,2.111111111,0.305220884,258,0,252,6,258,2,27,231,0.895348837,0.007751938,0.104651163,18,2,5,0,11
ssganni,CSC226-001-STADDON-S16,74,0,247.983,241.6,6.383,3.220558442,0.911857143,3.451428571,6.433623496,0,7,6,6,0,16,19,0,0,0,0.358490566,1.266666667,0.558823529,61,0,61,0,61,0,8,53,0.868852459,0,0.131147541,2,0,5,0,0
ssganni,CSC226-001-STADDON-S16,192,0,721.878,707.283,14.595,3.701938462,1.326818182,3.843929348,4.78365477,0,3,12,15,3,32,26,7,3,4,0.169934641,0.896551724,0.285714286,163,0,163,0,163,0,10,153,0.938650307,0,0.061349693,8,0,9,0,8
ssganni,CSC226-001-STADDON-S16,6,0,24.59,24.59,0,4.098333333,0,4.098333333,3.671774114,0,2,0,0,0,2,1,1,0,1,0.25,0.166666667,0.2,4,0,4,0,4,0,0,4,1,0,0,0,0,0,0,0
ssganni,CSC226-001-STADDON-S16,155,0,341.963,329.526,12.437,2.110882716,0.654578947,2.304377622,3.209677443,0,3,11,33,3,26,26,24,3,21,0.220338983,0.65,0.329113924,136,0,136,0,136,0,18,118,0.867647059,0,0.132352941,2,0,14,0,2
ssganni,CSC226-001-STADDON-S16,95,0,299.088,295.83,3.258,3.051918367,1.086,3.114,3.288359133,0,8,2,11,2,28,16,7,7,0,0.235294118,0.842105263,0.367816092,70,0,70,0,70,0,2,68,0.971428571,0,0.028571429,3,1,1,0,0
wjglas,CSC226-001-STADDON-S16,132,0,815.423,710.686,104.737,5.951992701,8.728083333,5.685488,10.63174576,0,8,15,2,0,32,12,13,9,4,0.12,0.8,0.208695652,105,0,105,0,105,0,5,100,0.952380952,0,0.047619048,23,0,5,0,1
wjglas,CSC226-001-STADDON-S16,541,20,2783.437,2709.73,73.707,5.107223853,3.204652174,5.19105364,9.811468217,0,31,16,43,29,63,25,94,72,22,0.056306306,0.757575758,0.104821803,482,0,482,0,482,0,38,444,0.921161826,0.041493776,0.078838174,171,0,15,0,7
wjglas,CSC226-001-STADDON-S16,96,0,305.516,272.681,32.835,3.024910891,5.4725,2.870326316,3.222440291,0,10,6,5,0,32,18,3,3,0,0.276923077,1,0.43373494,69,0,69,0,69,0,4,65,0.942028986,0,0.057971014,6,0,4,0,0
wjglas,CSC226-001-STADDON-S16,254,0,1041.598,834.406,207.192,4.0216139,5.755333333,3.741730942,6.375627297,0,20,19,2,1,71,31,11,7,4,0.185628743,1,0.313131313,188,0,188,0,188,0,21,167,0.888297872,0,0.111702128,44,0,15,2,1
wjglas,CSC226-001-STADDON-S16,359,2,1697.773,1580.174,117.599,4.664211538,5.345409091,4.620391813,8.868426382,0,21,24,33,20,58,39,59,32,27,0.137323944,1.21875,0.246835443,306,0,223,83,306,0,22,284,0.928104575,0.006535948,0.071895425,46,0,13,2,2
wjglas,CSC226-001-STADDON-S16,119,0,426.898,361.121,65.777,3.499163934,4.698357143,3.343712963,6.361758346,0,7,8,11,1,29,21,6,2,4,0.253012048,1.105263158,0.411764706,93,0,93,0,93,0,10,83,0.892473118,0,0.107526882,3,0,9,1,0
nrconlon,CSC226-001-STADDON-S16,378,12,1737.045,1699.582,37.463,4.535365535,4.162555556,4.544336898,7.550819372,14,33,15,7,4,79,16,43,24,19,0.058394161,1.066666667,0.110726644,301,3,304,0,304,2,30,274,0.901315789,0.039473684,0.098684211,67,2,5,0,5
nrconlon,CSC226-001-STADDON-S16,258,0,958.337,828.98,129.357,3.671789272,12.9357,3.302709163,3.907193352,0,24,11,8,7,22,18,32,9,23,0.076923077,1.2,0.144578313,239,0,239,0,239,0,5,234,0.979079498,0,0.020920502,56,0,5,0,9
nrconlon,CSC226-001-STADDON-S16,162,2,548.198,484.831,63.367,3.322412121,4.526214286,3.210801325,3.783248299,0,10,12,5,3,25,17,13,5,8,0.133858268,0.772727273,0.228187919,140,0,140,0,140,0,13,127,0.907142857,0.014285714,0.092857143,41,0,10,1,0
nrconlon,CSC226-001-STADDON-S16,666,0,3790.432,3781.726,8.706,5.665817638,0.967333333,5.729887879,9.926463787,0,42,19,38,7,89,53,53,23,30,0.093309859,2.944444444,0.180887372,580,0,445,135,580,0,12,568,0.979310345,0,0.020689655,157,0,7,0,6
