"student","course","condition","level","Interaction","hintCount","TotalTime","TotalPSTime","TotalWETime","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","HoverHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","avgstepTime","avgstepTimeWE","avgstepTimePS","stepTimeDeviation","PrightAppRatio","RrightAppRatio","F1Score","AppRatio","hintRatio","BlankRatio"
"ermurph6","CSC226-001-STADDON-S16","Random",1,241,25,1680.887,1639.041,41.846,18,11,9,3,71,20,21,14,7,175,0,175,0,175,0,34,141,17,5,0,3,6.83287398373984,6.97433333333333,6.8293375,10.7141767318664,0.141843971631206,1.33333333333333,0.256410256410257,0.805714285714286,0.142857142857143,0.194285714285714
"ermurph6","CSC226-001-STADDON-S16","Random",2,288,25,1939.764,1810.103,129.661,24,16,9,3,83,30,22,15,7,213,0,213,0,213,0,39,174,17,10,0,3,6.53203691275168,9.97392307692308,6.37503859649123,10.4188393090332,0.172413793103448,1,0.294117647058824,0.816901408450704,0.117370892018779,0.183098591549296
"ermurph6","CSC226-001-STADDON-S16","Random",3,398,27,2461.224,2303.797,157.427,33,26,10,3,105,46,26,18,8,304,0,304,0,304,0,50,254,18,19,0,5,5.99481553398058,6.55945833333333,5.95988917525773,9.60794383338854,0.181102362204724,0.884615384615385,0.300653594771242,0.835526315789474,0.0888157894736842,0.164473684210526
"ermurph6","CSC226-001-STADDON-S16","Random",4,580,27,3586.319,3417.749,168.57,48,37,14,5,155,72,32,24,8,437,0,437,0,437,0,69,368,19,33,0,7,6.03538087248322,4.01357142857143,6.18865884476534,10.6525656183387,0.195652173913043,1.02857142857143,0.328767123287671,0.842105263157895,0.0617848970251716,0.157894736842105
"ermurph6","CSC226-001-STADDON-S16","Random",5,809,27,5585.025,5377.132,207.893,61,45,39,21,204,110,56,41,15,619,1,620,0,620,0,83,537,19,42,0,16,6.75751507840772,3.92250943396226,6.95114304123711,11.4139537070167,0.204841713221601,1.23595505617978,0.351437699680511,0.866129032258064,0.0435483870967742,0.133870967741935
"ermurph6","CSC226-001-STADDON-S16","Random",6,1052,37,6950.377,6681.621,268.756,75,53,58,29,260,138,77,56,21,803,7,810,0,810,2,99,711,41,43,0,20,6.48014869888476,4.79921428571429,6.57243529411765,10.7871132686165,0.194092827004219,1.27777777777778,0.336996336996337,0.877777777777778,0.045679012345679,0.122222222222222
"rmdimart","CSC226-001-STADDON-S16","Random",1,1173,35,3866.688,3660.978,205.71,71,54,75,71,275,46,227,76,151,865,39,710,194,904,6,116,788,79,15,8,14,3.27963358778626,3.21421875,3.28338834080717,7.05478750867966,0.0583756345177665,2,0.1134401972873,0.871681415929204,0.038716814159292,0.128318584070796
"rmdimart","CSC226-001-STADDON-S16","Random",2,1563,54,5951.68,5698.94,252.74,101,75,106,72,373,86,270,94,176,1163,40,902,301,1203,6,154,1049,82,22,10,22,3.7729226869455,3.28233766233766,3.79808927381745,8.11607407039571,0.0819828408007626,1.65384615384615,0.15622161671208,0.871986699916874,0.0448877805486284,0.128013300083126
"rmdimart","CSC226-001-STADDON-S16","Random",3,1830,58,7186.651,6914.096,272.555,117,93,131,73,424,112,304,111,193,1384,40,1120,304,1424,6,174,1250,82,31,10,26,3.89564019448947,3.09721590909091,3.93549347702779,8.03670265948396,0.0896,1.25842696629213,0.167289021657954,0.877808988764045,0.0407303370786517,0.122191011235955
"rmdimart","CSC226-001-STADDON-S16","Random",4,1996,59,7739.65,7442.384,297.266,135,101,140,75,460,131,322,115,207,1517,40,1253,304,1557,6,182,1375,82,38,10,26,3.84262444334488,3.00268686868687,3.88588865764828,7.86237359929099,0.0952727272727273,1.22429906542056,0.176788124156545,0.88310854206808,0.037893384714194,0.11689145793192
"rmdimart","CSC226-001-STADDON-S16","Random",5,2143,66,8215.764,7912.317,303.447,145,106,161,75,487,150,339,118,221,1642,40,1378,304,1682,6,197,1485,82,44,10,26,3.79183302667893,2.83595327102804,3.84131494920174,7.67135286706585,0.101010101010101,1.07142857142857,0.184615384615385,0.882877526753864,0.0392390011890606,0.117122473246136
"rmdimart","CSC226-001-STADDON-S16","Random",6,2488,72,9658.642,9336.768,321.874,164,120,204,82,542,187,385,136,249,1935,40,1671,304,1975,6,219,1756,82,54,11,28,3.83966428854538,2.59575806451613,3.90395956648604,7.54568236592474,0.106492027334852,1.03888888888889,0.193181818181818,0.889113924050633,0.0364556962025316,0.110886075949367
"tadanie2","CSC226-001-STADDON-S16","Random",1,154,0,909.199,791.234,117.965,19,7,0,0,35,11,15,12,3,122,3,125,0,125,2,18,107,34,5,0,0,5.68249375,10.7240909090909,5.31029530201342,10.1694508685775,0.102803738317757,0.733333333333333,0.180327868852459,0.856,0,0.144
"tadanie2","CSC226-001-STADDON-S16","Random",2,232,0,1168.096,969.386,198.71,25,16,0,0,47,22,19,16,3,191,3,194,0,194,2,23,171,40,10,0,1,4.81538683127572,11.0394444444444,4.31746222222222,9.67632625706752,0.128654970760234,0.733333333333333,0.218905472636816,0.881443298969072,0,0.118556701030928
"tadanie2","CSC226-001-STADDON-S16","Random",3,277,0,1374.094,1041.936,332.158,28,20,0,0,54,29,19,16,3,230,3,233,0,233,2,40,193,40,27,0,1,4.75064827586207,8.5168717948718,4.16545816733068,9.71253056732337,0.150259067357513,0.557692307692308,0.236734693877551,0.828326180257511,0,0.171673819742489
"tadanie2","CSC226-001-STADDON-S16","Random",4,780,0,3316.452,2930.805,385.647,52,30,22,8,127,60,52,38,14,661,3,664,0,664,2,57,607,253,41,0,9,4.17741509433962,6.76573684210526,3.97750406504065,7.46950614189466,0.0988467874794069,0.857142857142857,0.17725258493353,0.914156626506024,0,0.0858433734939759
"tadanie2","CSC226-001-STADDON-S16","Random",5,991,0,4118.68,3698.894,419.786,62,30,50,13,151,90,65,46,19,851,3,854,0,854,2,67,787,291,50,0,19,4.08356237623762,6.17332352941176,3.93270912951168,7.26098443790529,0.1143583227446,1.01123595505618,0.205479452054795,0.921545667447307,0,0.0784543325526932
"tadanie2","CSC226-001-STADDON-S16","Random",6,1079,0,4415.779,3988.696,427.083,69,35,60,16,165,112,68,47,21,928,3,931,0,931,2,70,861,293,51,0,20,4.01328039927405,6.01525352112676,3.87541416100873,7.29304206909417,0.130081300813008,1.03703703703704,0.231166150670795,0.924812030075188,0,0.075187969924812
"rvisador","CSC226-001-STADDON-S16","Random",1,148,4,1047.516,1009.706,37.81,16,12,4,0,36,14,18,12,6,118,0,118,0,118,1,15,103,26,5,0,2,6.80205194805195,2.90846153846154,7.16103546099291,10.2609354839845,0.135922330097087,0.933333333333333,0.23728813559322,0.872881355932203,0.0338983050847458,0.127118644067797
"rvisador","CSC226-001-STADDON-S16","Random",2,209,4,1219.004,1172.74,46.264,18,15,5,0,46,19,19,13,6,170,0,170,0,170,1,27,143,46,17,0,2,5.61589449541284,1.59531034482759,6.23280952380952,8.81485608294378,0.132867132867133,0.633333333333333,0.219653179190751,0.841176470588235,0.0235294117647059,0.158823529411765
"rvisador","CSC226-001-STADDON-S16","Random",3,1211,47,6038.902,5962.477,76.425,87,44,77,45,169,92,164,118,46,1048,7,987,68,1055,1,92,963,204,26,0,25,4.92739771801141,1.77732558139535,5.04180067567568,7.76212924110115,0.0955347871235722,1.19480519480519,0.176923076923077,0.912796208530806,0.0445497630331754,0.0872037914691943
"rvisador","CSC226-001-STADDON-S16","Random",4,1427,48,6956.952,6819.008,137.944,109,57,84,45,197,121,177,128,49,1238,8,1042,204,1246,1,104,1142,217,33,0,30,4.81386662059433,2.55451851851852,4.90145082555635,7.62330251958805,0.105954465849387,1.27368421052632,0.195634599838319,0.91653290529695,0.0385232744783307,0.0834670947030498
"rvisador","CSC226-001-STADDON-S16","Random",5,1554,48,7299.935,7139.051,160.884,116,66,93,45,213,134,189,138,51,1350,8,1113,245,1358,7,126,1232,221,48,0,32,4.63830964467005,2.2038904109589,4.75654823685961,7.38951446414481,0.108766233766234,1.17543859649123,0.199108469539376,0.907216494845361,0.0353460972017673,0.0927835051546392
"rvisador","CSC226-001-STADDON-S16","Random",6,1751,48,8094.48,7905.744,188.736,129,78,112,45,257,166,201,144,57,1508,8,1229,287,1516,7,134,1382,229,49,0,36,4.55645531197302,2.45111688311688,4.6517027027027,7.18373971470552,0.120115774240232,1.07792207792208,0.216145833333333,0.911609498680739,0.0316622691292876,0.0883905013192612
"riestell","CSC226-001-STADDON-S16","Random",1,280,1,1860.251,1833.701,26.55,20,17,28,3,85,22,46,36,10,199,1,106,94,200,0,13,187,37,5,0,0,6.52719649122807,2.655,6.66800363636364,11.0067175525264,0.117647058823529,1.46666666666667,0.217821782178217,0.935,0.005,0.065
"riestell","CSC226-001-STADDON-S16","Random",2,358,1,2309.564,2238.497,71.067,26,23,31,3,111,35,48,38,10,254,1,161,94,255,0,18,237,37,10,0,0,6.28657336956522,3.38414285714286,6.46222478386167,10.6099414775997,0.147679324894515,1.16666666666667,0.262172284644195,0.929411764705882,0.00392156862745098,0.0705882352941176
"riestell","CSC226-001-STADDON-S16","Random",3,588,5,3518.367,3442.211,76.156,40,45,39,3,181,73,54,42,12,419,1,305,115,420,0,37,383,40,19,0,3,5.83650993377483,2.379875,6.02988811188811,9.57093581178633,0.190600522193211,1.140625,0.32662192393736,0.911904761904762,0.0119047619047619,0.0880952380952381
"riestell","CSC226-001-STADDON-S16","Random",4,908,12,4997.211,4896.376,100.835,58,68,52,4,289,115,67,50,17,634,1,486,149,635,0,74,561,46,33,0,6,5.39418211206897,2.0167,5.58652164009112,8.99633087513524,0.204991087344029,1.10576923076923,0.345864661654135,0.883464566929134,0.0188976377952756,0.116535433070866
"riestell","CSC226-001-STADDON-S16","Random",5,1016,12,5371.262,5264.848,106.414,64,72,57,6,313,125,74,55,19,719,1,516,204,720,0,90,630,46,48,0,7,5.18457225433526,1.54223188405797,5.44393395252838,8.69880990918549,0.198412698412698,1.01626016260163,0.332005312084993,0.875,0.0166666666666667,0.125
"riestell","CSC226-001-STADDON-S16","Random",6,1132,12,5826.026,5715.666,110.36,71,79,73,9,342,140,92,71,21,807,1,589,219,808,0,101,707,46,57,0,7,5.05021712802768,1.34585365853659,5.33304562383613,8.42991286375351,0.198019801980198,0.985915492957746,0.32979976442874,0.875,0.0148514851485149,0.125
"calumsd2","CSC226-001-STADDON-S16","Random",1,496,11,3388.915,3325.42,63.495,46,27,16,4,105,27,66,50,16,396,1,395,2,397,18,70,327,61,5,0,2,6.75082669322709,4.53535714285714,6.81438524590164,11.9743751436125,0.0825688073394495,1.42105263157895,0.15606936416185,0.82367758186398,0.0277078085642317,0.17632241813602
"calumsd2","CSC226-001-STADDON-S16","Random",2,547,11,3842.657,3462.629,380.028,48,29,17,4,121,32,66,50,16,432,1,431,2,433,18,85,348,63,17,0,3,6.9134118705036,12.2589677419355,6.59776952380952,12.3196364267666,0.0919540229885057,1.06666666666667,0.169312169312169,0.803695150115473,0.0254041570438799,0.196304849884527
"calumsd2","CSC226-001-STADDON-S16","Random",3,643,11,4658.299,3940.096,718.203,54,35,27,4,132,44,76,54,22,518,1,517,2,519,18,102,417,71,34,0,4,7.12695565749235,13.8115961538462,6.54954485049834,12.5092629728988,0.105515587529976,0.846153846153846,0.187633262260128,0.803468208092486,0.0211946050096339,0.196531791907514
"calumsd2","CSC226-001-STADDON-S16","Random",4,1429,21,9447.398,8380.337,1067.061,117,67,88,13,246,137,148,96,52,1185,11,1045,151,1196,20,147,1049,212,49,1,12,6.53639142461964,14.0402763157895,6.12011751824818,11.2260057090777,0.130600571973308,1.59302325581395,0.241409691629956,0.877090301003345,0.0175585284280936,0.122909698996656
"calumsd2","CSC226-001-STADDON-S16","Random",5,1626,21,10360.388,9249.945,1110.443,128,68,117,15,280,166,162,99,63,1349,13,1211,151,1362,20,157,1205,240,58,1,18,6.29406739526412,12.7637126436782,5.93326025641026,10.9411926201445,0.137759336099585,1.58095238095238,0.253435114503817,0.884728340675477,0.0154185022026432,0.115271659324523
"calumsd2","CSC226-001-STADDON-S16","Random",6,1751,21,10820.36,9607.876,1212.484,134,75,132,15,313,184,172,104,68,1442,13,1304,151,1455,20,166,1289,246,67,1,20,6.10359526493799,12.0047920792079,5.74733652121937,10.6546313417947,0.142746314972847,1.48387096774194,0.260438782731776,0.885910652920962,0.0144329896907217,0.114089347079038
"rtmarsha","CSC226-001-STADDON-S16","Random",1,231,13,888.407,757.144,131.263,7,8,0,0,146,8,7,5,2,85,3,86,2,88,0,39,49,6,9,0,0,3.79661111111111,10.0971538461538,3.42599095022624,7.6787954050177,0.163265306122449,0.533333333333333,0.25,0.556818181818182,0.147727272727273,0.443181818181818
"rtmarsha","CSC226-001-STADDON-S16","Random",2,288,13,1333.836,959.719,374.117,9,13,0,0,162,12,10,7,3,127,3,128,2,130,2,57,73,6,22,1,0,4.54127891156463,11.0034411764706,3.69622692307692,9.85885418356149,0.164383561643836,0.4,0.233009708737864,0.561538461538462,0.1,0.438461538461538
"rtmarsha","CSC226-001-STADDON-S16","Random",3,479,19,2510.525,2125.545,384.98,22,24,2,0,207,25,23,18,5,272,7,277,2,279,2,75,204,47,30,1,0,5.1401390593047,8.74954545454545,4.78325393258427,9.90510167508328,0.122549019607843,0.480769230769231,0.1953125,0.731182795698925,0.0681003584229391,0.268817204301075
"rtmarsha","CSC226-001-STADDON-S16","Random",4,586,19,3158.1,2766.528,391.572,30,33,2,0,243,37,28,22,6,345,8,351,2,353,2,82,271,56,37,1,0,5.270705,7.38815094339623,5.06554113345521,10.4327709464301,0.136531365313653,0.528571428571429,0.217008797653959,0.767705382436261,0.0538243626062323,0.232294617563739
"rtmarsha","CSC226-001-STADDON-S16","Random",5,819,19,4245.125,3842.181,402.944,41,39,21,0,281,60,41,27,14,540,15,553,2,555,2,93,462,119,46,1,4,5.0543079667063,6.296,4.95203217503218,9.63957312587499,0.12987012987013,0.606060606060606,0.213903743315508,0.832432432432432,0.0342342342342342,0.167567567567568
"rtmarsha","CSC226-001-STADDON-S16","Random",6,972,19,4847.873,4430.763,417.11,46,46,31,1,332,79,45,30,15,645,15,658,2,660,2,101,559,137,54,1,5,4.86422344689379,5.56146666666667,4.80756771397617,9.28007028316882,0.141323792486583,0.669491525423729,0.233382570162482,0.846969696969697,0.0287878787878788,0.153030303030303
"jmcaskey","CSC226-001-STADDON-S16","Random",1,608,18,3456.553,3427.189,29.364,24,33,12,17,166,29,57,34,23,448,0,448,0,448,2,31,417,159,4,0,0,5.6295651465798,3.6705,5.65542739273927,9.68207396634505,0.0695443645083933,1.93333333333333,0.134259259259259,0.930803571428571,0.0401785714285714,0.0691964285714286
"jmcaskey","CSC226-001-STADDON-S16","Random",2,765,18,4121.06,4027.175,93.885,30,42,19,20,219,47,64,39,25,555,0,555,0,555,2,36,519,182,9,0,2,5.3133337628866,5.8678125,5.30166052631579,8.9618088240838,0.0905587668593449,1.56666666666667,0.171220400728597,0.935135135135135,0.0324324324324324,0.0648648648648649
"jmcaskey","CSC226-001-STADDON-S16","Random",3,825,18,4309.828,4172.188,137.64,33,46,19,20,239,54,64,39,25,596,0,596,0,596,2,53,543,183,26,0,2,5.14755369928401,3.441,5.23309523809524,8.71594955369528,0.0994475138121547,1.03846153846154,0.181512605042017,0.911073825503356,0.0302013422818792,0.0889261744966443
"jmcaskey","CSC226-001-STADDON-S16","Random",4,952,18,4897.56,4734.946,162.614,43,50,19,20,290,66,66,41,25,675,0,675,0,675,2,60,615,199,33,0,2,5.05995356037152,3.01137037037037,5.18085355191257,8.82278997582691,0.107317073170732,0.942857142857143,0.192700729927007,0.911111111111111,0.0266666666666667,0.0888888888888889
"jmcaskey","CSC226-001-STADDON-S16","Random",5,1163,18,6068.047,5840.227,227.82,55,53,31,30,342,86,83,54,29,837,0,837,0,837,2,69,768,237,42,0,6,5.13119932432432,3.45181818181818,5.23033989266547,8.95846943981547,0.111979166666667,0.966292134831461,0.200700116686114,0.917562724014337,0.021505376344086,0.0824372759856631
"jmcaskey","CSC226-001-STADDON-S16","Random",6,1256,18,6453.305,6209.007,244.298,60,58,40,33,377,106,85,56,29,898,0,898,0,898,2,70,828,238,43,0,6,5.04975644028103,3.54055072463768,5.13567656765677,8.87387451842527,0.128019323671498,0.981481481481482,0.226495726495726,0.922048997772829,0.0200445434298441,0.0779510022271715
"kepechac","CSC226-001-STADDON-S16","Random",1,240,1,1136.03,888.028,248.002,10,6,0,0,135,8,8,5,3,108,0,108,0,108,0,21,87,0,10,2,0,4.67502057613169,2.38463461538462,6.38869064748201,13.7900669599281,0.0919540229885057,0.533333333333333,0.156862745098039,0.805555555555556,0.00925925925925926,0.194444444444444
"kepechac","CSC226-001-STADDON-S16","Random",2,307,1,1767.553,1345.706,421.847,16,12,0,0,157,18,10,7,3,156,0,156,0,156,0,32,124,0,18,5,0,5.61721587301587,3.57497457627119,6.84048730964467,12.6894743456855,0.145161290322581,0.6,0.233766233766234,0.794871794871795,0.00641025641025641,0.205128205128205
