student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
cjlach,CSC226-001-BITZER-F15,2657,49,17281.07041,16200.13748,1080.932926,6.431362266,13.02328827,6.221250953,21.04664085,135,103,143,43,468,149,275,121,154,0.071155683,1.342342342,0.135147392,2205,14,2216,3,2219,0,125,2094,0.943668319,0.022082019,0.056331681,949,55,4,20
jetubito,CSC226-002-BARNES-F15,1127,1,7223.139852,7029.386852,193.753,6.286457661,2.392012346,6.581822895,18.75626273,59,60,67,24,256,124,86,46,40,0.151960784,1.107142857,0.267241379,889,4,494,399,893,0,77,816,0.913773796,0.001119821,0.086226204,73,57,2,22
sabhalo2,CSC226-002-BARNES-F15,2037,66,16401.06137,16206.52237,194.539,7.927047546,2.462518987,8.143981092,31.32843908,107,88,69,11,727,118,157,94,63,0.097520661,1.044247788,0.178382464,1302,40,1341,1,1342,0,132,1210,0.901639344,0.049180328,0.098360656,381,44,3,17
ejmunoz,CSC226-001-BITZER-F15,646,0,3950.891926,3723.154926,227.737,5.870567498,3.119684932,6.20525821,19.27805391,48,44,24,2,211,95,23,12,11,0.236318408,0.87962963,0.37254902,460,2,330,132,462,2,60,402,0.87012987,0,0.12987013,16,48,0,7
gsflinch,CSC226-002-BARNES-F15,648,7,3008.940926,2451.386,557.554926,4.470937483,7.965070372,4.06531675,7.975996055,51,39,28,3,139,85,36,31,5,0.181623932,0.787037037,0.295138889,534,0,409,125,534,0,66,468,0.876404494,0.013108614,0.123595506,42,45,2,3
swmay,CSC226-002-BARNES-F15,2054,33,6605.867852,6258.849852,347.018,3.165245736,5.42215625,3.0938457,10.31165053,120,98,129,27,544,202,172,89,83,0.140375261,1.116022099,0.249382716,1538,5,1492,51,1543,4,104,1439,0.932598833,0.021386909,0.067401167,268,31,0,36
allee5,CSC226-002-BARNES-F15,798,20,4930.749,4522.429,408.32,5.95501087,5.302857143,6.021876165,12.53387517,52,41,56,11,191,113,47,24,23,0.201067616,1.046296296,0.337313433,633,4,637,0,637,2,75,562,0.882260597,0.031397174,0.117739403,89,50,0,9
csdennis,CSC226-002-BARNES-F15,3796,246,14804.7437,14118.9717,685.772,3.872546091,5.762789916,3.811817415,11.67606623,291,106,270,52,706,213,509,182,327,0.077964861,1.717741935,0.149159664,3072,45,2779,338,3117,4,385,2732,0.876483799,0.07892204,0.123516201,307,51,27,29
mehess,CSC226-002-BARNES-F15,686,3,8026.69763,7480.26163,546.436,11.25764043,6.663853659,11.85461431,33.71533786,39,28,37,7,212,84,29,20,9,0.218181818,0.777777778,0.340770791,501,0,351,150,501,22,116,385,0.768463074,0.005988024,0.231536926,1,57,7,1
ajschofi,CSC226-001-BITZER-F15,1992,117,9370.550778,9081.271778,289.279,4.64118414,3.443797619,4.69316371,13.7110971,134,109,89,31,392,128,237,161,76,0.090587403,0.735632184,0.161310649,1597,30,1312,315,1627,0,214,1413,0.868469576,0.071911494,0.131530424,306,62,0,18
jpsarle,CSC226-002-BARNES-F15,2459,66,12222.9807,11633.2477,589.733,4.920684663,3.804729032,4.99495393,15.91780595,104,93,110,48,450,169,190,113,77,0.094360692,0.960227273,0.171835282,2029,5,1474,560,2034,8,243,1791,0.880530973,0.032448378,0.119469027,504,90,25,45
pkhanal,CSC226-002-BARNES-F15,2881,19,22423.09656,21874.44956,548.647,7.702884423,8.440723077,7.686032873,21.88341869,194,127,338,28,411,423,264,78,186,0.180153322,0.921568627,0.301389384,2500,0,2500,0,2500,6,152,2348,0.9392,0.0076,0.0608,108,46,0,133
vtrenich,CSC226-001-BITZER-F15,515,0,4313.790926,3337.050926,976.74,7.988501715,8.277457627,7.907703616,21.64166287,37,36,27,7,96,96,11,8,3,0.260162602,0.888888889,0.402515723,444,0,444,0,444,0,75,369,0.831081081,0,0.168918919,48,45,27,7
rmstrube,CSC226-001-BITZER-F15,1705,45,8642.383778,8594.717778,47.666,5.007174842,0.627184211,5.208919866,14.52680772,89,87,204,17,374,196,201,118,83,0.157051282,1.543307087,0.285090909,1349,3,1352,0,1352,0,104,1248,0.923076923,0.033284024,0.076923077,47,55,0,28
pttemple,CSC226-002-BARNES-F15,1038,16,6072.706853,5981.576853,91.13,5.707431252,1.544576271,5.951817764,29.46943208,69,59,73,15,211,147,69,46,23,0.193931398,1.3125,0.337931034,851,2,713,140,853,4,95,758,0.88862837,0.018757327,0.11137163,76,42,4,16
nvarma,CSC226-002-BARNES-F15,2298,168,24164.15641,21931.22256,2232.933853,10.29576328,25.08914441,9.712676066,41.84048334,91,88,75,55,977,166,143,77,66,0.147818344,1.136986301,0.261623325,1360,10,1330,40,1370,0,247,1123,0.819708029,0.122627737,0.180291971,51,46,4,28
ranewcom,CSC226-001-BITZER-F15,1117,7,9749.287853,8751.351926,997.9359263,8.51466188,15.59274885,8.095607702,26.30873241,93,57,92,35,221,159,118,50,68,0.182130584,1.472222222,0.324159021,924,0,908,16,924,0,51,873,0.944805195,0.007575758,0.055194805,163,37,0,9
mmmasent,CSC226-001-BITZER-F15,617,0,2210.544,1856.495,354.049,3.432521739,4.214869048,3.315169643,10.1546734,38,29,47,4,231,97,21,9,12,0.265753425,0.898148148,0.410147992,413,0,413,0,413,2,48,365,0.88377724,0,0.11622276,10,40,4,0
chood2,CSC226-002-BARNES-F15,1859,42,9773.146558,9452.900558,320.246,5.162782122,5.427898305,5.154253303,34.81629323,124,68,138,15,278,184,163,88,75,0.121132324,1.769230769,0.226740604,1614,1,1426,189,1615,0,96,1519,0.940557276,0.026006192,0.059442724,245,36,2,34
rpgrange,CSC226-002-BARNES-F15,576,0,3852.403,3674.594,177.809,6.388728027,2.867887097,6.792225508,13.04964813,42,45,41,4,130,91,41,33,8,0.209195402,0.842592593,0.335174954,473,0,473,0,473,0,38,435,0.919661734,0,0.080338266,2,38,0,0
jteasow,CSC226-001-BITZER-F15,1352,29,12966.82678,12537.96378,428.863,9.321945923,5.569649351,9.54182936,34.97931338,137,92,61,17,191,206,101,62,39,0.191272052,1.157303371,0.328286853,1200,0,1200,0,1200,0,123,1077,0.8975,0.024166667,0.1025,147,45,3,20
ssyed2,CSC226-001-BITZER-F15,1303,62,6528.26,6341.024,187.236,4.912159518,2.713565217,5.03255873,12.0958851,81,55,79,14,228,124,105,55,50,0.129166667,0.532188841,0.207879296,1097,4,1099,2,1101,0,141,960,0.871934605,0.056312443,0.128065395,271,41,1,26
mascaram,CSC226-002-BARNES-F15,1235,29,12100.46893,11854.36293,246.106,9.595930949,4.171288136,9.862198774,25.54781468,81,63,81,42,214,148,119,97,22,0.151639344,1.37037037,0.273062731,1047,0,1040,7,1047,0,71,976,0.932187202,0.027698185,0.067812798,53,38,0,20
slee49,CSC226-001-BITZER-F15,1616,57,15456.20978,15114.96278,341.247,9.373080521,4.739541667,9.584630805,33.75131511,120,95,204,22,252,236,205,168,37,0.187153053,1.787878788,0.338837042,1387,10,1197,200,1397,0,136,1261,0.902648533,0.040801718,0.097351467,55,53,0,36
jwstanl3,CSC226-001-BITZER-F15,792,0,6737.465853,6585.814853,151.651,8.236510822,2.97354902,8.586460043,40.02551698,52,49,91,11,191,173,30,20,10,0.298275862,1.601851852,0.502906977,621,6,627,0,627,0,47,580,0.925039872,0,0.074960128,14,38,0,8
snturner,CSC226-002-BARNES-F15,1447,22,6762.083926,6395.241926,366.842,4.584463679,5.394735294,4.54530343,18.55791791,85,51,89,42,216,156,111,54,57,0.132315522,1.172932331,0.237804878,1249,10,1259,0,1259,0,80,1179,0.936457506,0.017474186,0.063542494,316,47,1,41
yliu59,CSC226-001-BITZER-F15,4061,71,29009.81756,28558.58456,451.233,7.060067549,5.127647727,7.102358756,32.37338816,398,226,357,271,679,274,978,582,396,0.086001255,0.541501976,0.148429036,3421,9,3396,34,3430,4,244,3186,0.928862974,0.020699708,0.071137026,236,61,1,63
skang7,CSC226-001-BITZER-F15,1229,0,4355.8,3991.53,364.27,3.465234686,5.69171875,3.345792121,7.3152945,77,104,69,13,365,146,119,83,36,0.174224344,1.351851852,0.308668076,892,0,564,328,892,0,54,838,0.939461883,0,0.060538117,19,41,4,16
kdbeall,CSC226-002-BARNES-F15,2426,75,29955.18112,29300.13019,655.0509263,12.18681087,10.91751544,12.21856972,54.62111882,133,147,151,46,594,227,253,138,115,0.1347981,1.801587302,0.250828729,1860,4,1245,619,1864,8,180,1684,0.903433476,0.040236052,0.096566524,93,42,1,32
smayes,CSC226-002-BARNES-F15,1263,10,6466.114,6147.482,318.632,5.012491473,5.310533333,4.997952846,12.41676052,85,46,88,14,367,124,109,56,53,0.143518519,1.148148148,0.255144033,919,4,907,16,923,0,59,864,0.936078007,0.010834236,0.063921993,39,38,2,23
lrrumney,CSC226-002-BARNES-F15,1137,0,3502.904,3381.516,121.388,3.001631534,1.839212121,3.071313351,4.763192415,70,45,73,15,296,115,88,44,44,0.138221154,1.095238095,0.245464248,866,5,871,0,871,4,39,832,0.955223881,0,0.044776119,154,33,0,14
kgjones3,CSC226-002-BARNES-F15,1048,4,5412.776,5263.95,148.826,5.025790158,2.918156863,5.130555556,11.88373824,74,77,85,8,274,164,80,62,18,0.222826087,1.518518519,0.388625592,799,4,482,321,803,6,67,736,0.916562889,0.00498132,0.083437111,48,35,0,8
acallred,CSC226-001-BITZER-F15,1320,21,7963.810926,7681.602926,282.208,5.907871607,4.865655172,5.954730951,19.57110237,110,52,103,33,142,195,103,45,58,0.170305677,1.822429907,0.311501597,1206,0,1206,0,1206,0,61,1145,0.949419569,0.017412935,0.050580431,158,33,7,43
nabruins,CSC226-002-BARNES-F15,897,24,8388.375484,7734.374558,654.0009263,9.098021132,12.57694089,8.890085699,50.61183811,74,63,15,0,267,93,59,36,23,0.165186501,0.861111111,0.277198212,654,1,427,228,655,2,92,563,0.859541985,0.036641221,0.140458015,4,36,0,3
yhuang30,CSC226-001-BITZER-F15,1279,7,12176.29285,11950.10385,226.189,9.323348279,3.708016393,9.59847699,28.30949248,57,38,121,12,157,148,81,47,34,0.136783734,1.15625,0.244628099,1127,22,1116,33,1149,0,67,1082,0.941688425,0.006092254,0.058311575,434,44,0,1
tkalexa2,CSC226-002-BARNES-F15,744,26,6524.348853,6287.131853,237.217,8.473180328,3.765349206,8.892690032,35.83491506,51,33,57,11,191,134,18,13,5,0.268537074,1.165217391,0.436482085,579,0,579,0,579,4,80,499,0.861830743,0.044905009,0.138169257,19,39,4,19
awpoppo,CSC226-002-BARNES-F15,1983,168,10722.58885,10010.46185,712.127,5.318744471,7.266602041,5.219218901,25.54118199,123,68,152,32,476,229,146,82,64,0.180884676,2.12037037,0.333333333,1538,2,1540,0,1540,15,274,1266,0.822077922,0.109090909,0.177922078,79,42,29,23
wctoohey,CSC226-002-BARNES-F15,904,13,17491.04448,17143.78448,347.26,18.60749413,4.823055556,19.75090378,67.17954326,75,57,89,11,231,144,88,65,23,0.233387358,1.028571429,0.380449141,706,3,673,36,709,6,92,617,0.870239774,0.018335684,0.129760226,1,35,0,3
rjpatel2,CSC226-002-BARNES-F15,1124,106,18601.98956,18432.77956,169.21,16.05003413,3.3842,16.62108166,56.49741839,73,62,116,38,166,162,127,77,50,0.19804401,1.528301887,0.350649351,989,4,980,13,993,8,175,818,0.823766365,0.106747231,0.176233635,34,37,0,12
nkblankl,CSC226-002-BARNES-F15,6779,264,25523.75563,24758.78063,764.975,3.741937492,14.9995098,3.657131556,21.60786234,594,384,471,287,1313,542,1200,512,688,0.104937076,3.763888889,0.204181578,5498,10,4430,1078,5508,1,343,5165,0.937726943,0.047930283,0.062273057,761,35,0,176
jmreesjo,CSC226-001-BITZER-F15,1563,75,9785.808853,9257.823853,527.985,6.112310339,6.5998125,6.0866692,35.05161048,90,68,59,35,499,125,127,91,36,0.131164743,0.868055556,0.227894257,1087,15,1098,4,1102,2,149,953,0.864791289,0.068058076,0.135208711,255,45,3,17
jkburney,CSC226-001-BITZER-F15,1906,50,11269.197,10986.719,282.478,5.820866219,5.329773585,5.834688794,13.46564037,144,107,150,52,155,240,213,151,62,0.142942228,2.142857143,0.2680067,1779,2,1780,1,1781,0,102,1679,0.942728804,0.028074116,0.057271196,232,34,4,58
rrichar3,CSC226-001-BITZER-F15,1255,7,9603.798,9396.943,206.855,7.473772763,5.045243902,7.553812701,23.81649888,124,70,89,37,194,231,89,59,30,0.220630372,2.0625,0.3986195,1091,0,1091,0,1091,0,44,1047,0.959670027,0.006416132,0.040329973,38,29,0,86
agescoba,CSC226-002-BARNES-F15,617,1,3265.468,2894.904,370.564,5.054904025,5.881968254,4.965530017,12.58492559,52,42,31,10,179,87,48,28,20,0.209638554,0.805555556,0.332695985,466,1,467,0,467,4,52,415,0.888650964,0.002141328,0.111349036,12,42,2,13
gwaugsbu,CSC226-001-BITZER-F15,1925,4,14153.43363,13505.09663,648.337,7.247021829,8.312012821,7.202718203,33.90589795,81,76,174,17,282,192,156,53,103,0.119180633,1.58677686,0.221709007,1671,0,1671,0,1671,0,60,1611,0.964093357,0.002393776,0.035906643,486,50,0,37
tcunnin,CSC226-001-BITZER-F15,1600,17,19845.37741,19133.00741,712.37,12.19003526,12.72089286,12.17112431,48.82755206,125,73,103,30,140,196,135,104,31,0.137351086,1.814814815,0.255374593,1487,1,1488,0,1488,0,61,1427,0.959005376,0.011424731,0.040994624,404,38,0,43
eli4,CSC226-002-BARNES-F15,2639,50,10643.89893,10479.09893,164.8,3.964208166,2.615873016,3.996605235,18.90020063,114,92,125,24,1120,218,137,56,81,0.153305204,1.337423313,0.275078864,1564,1,954,611,1565,0,143,1422,0.908626198,0.031948882,0.091373802,72,37,1,38
btnguye3,CSC226-002-BARNES-F15,2143,154,12330.17893,11870.87093,459.308,5.661239176,4.834821053,5.698929873,20.0087508,166,94,193,35,354,210,278,148,130,0.142372881,0.478359909,0.219435737,1823,1,1649,175,1824,4,349,1475,0.808662281,0.084429825,0.191337719,25,64,7,11
arfranc2,CSC226-002-BARNES-F15,2946,31,22841.82512,22637.43712,204.388,7.65476713,3.649785714,7.731365135,44.78769098,167,128,207,38,439,237,303,181,122,0.097410604,1.975,0.185663925,2531,14,2535,10,2545,2,112,2433,0.955992141,0.012180747,0.044007859,785,35,0,68
ychen63,CSC226-001-BITZER-F15,1779,2,22046.96063,21878.19463,168.766,12.19411539,2.722032258,12.53046657,45.11016418,72,79,88,26,251,175,90,58,32,0.116588941,1.62037037,0.217526414,1557,0,1294,263,1557,0,56,1501,0.964033398,0.001284522,0.035966602,271,40,0,39
ereinst,CSC226-002-BARNES-F15,1547,59,14774.67663,14584.38363,190.293,9.351061159,1.98221875,9.827751773,48.10054152,68,68,106,41,429,169,114,71,43,0.173333333,1.385245902,0.308113036,1146,5,1089,62,1151,5,176,975,0.847089487,0.051259774,0.152910513,44,52,28,15
gpuzo,CSC226-002-BARNES-F15,1456,51,6655.033,6381.009,274.024,4.484523585,3.468658228,4.541643416,9.514454528,101,80,85,39,326,139,166,93,73,0.133653846,1.208695652,0.240692641,1140,18,1084,74,1158,12,118,1040,0.898100173,0.044041451,0.101899827,106,40,4,17
jmdiaz4,CSC226-002-BARNES-F15,903,4,11552.20585,10468.42885,1083.777,12.40838437,13.7186962,12.28688832,43.22547665,45,45,50,24,231,123,41,29,12,0.196172249,0.968503937,0.326259947,700,0,700,0,700,0,73,627,0.895714286,0.005714286,0.104285714,179,42,21,11
kpowell,CSC226-001-BITZER-F15,1283,0,10329.06078,10149.88978,179.171,7.854799071,3.732729167,8.01096273,38.91159793,75,64,124,8,188,162,109,63,46,0.148897059,1.5,0.27090301,1127,0,1127,0,1127,0,39,1088,0.965394854,0,0.034605146,211,33,3,43
blamdar3,CSC226-002-BARNES-F15,2856,116,17692.50993,17579.06993,113.44,6.050789988,2.413617021,6.110208525,22.59735664,217,159,251,81,475,305,403,208,195,0.140165441,0.61,0.227952167,2408,41,2448,1,2449,16,273,2176,0.888525929,0.047366272,0.111474071,255,34,2,46
dfcawley,CSC226-002-BARNES-F15,2575,20,10572.84,10469.435,103.405,4.058671785,1.914907407,4.104051352,9.956313537,129,99,129,55,518,183,229,119,110,0.091180867,1.694444444,0.173049645,2085,2,2053,34,2087,7,80,2007,0.961667465,0.009583134,0.038332535,575,35,0,87
jdmill11,CSC226-002-BARNES-F15,2374,227,15669.05685,14781.02993,888.0269263,6.512492457,15.57941976,6.292477619,27.24411924,215,94,176,27,412,165,348,127,221,0.098389982,1.460176991,0.184357542,1991,3,1967,27,1994,8,317,1677,0.841023069,0.113841525,0.158976931,244,35,4,42
tjirons,CSC226-002-BARNES-F15,1908,245,15530.38178,14147.25385,1383.127926,7.947994769,17.73240931,7.541180092,29.54540099,124,94,107,15,330,219,121,63,58,0.169242658,1.237288136,0.297756628,1539,85,1607,17,1624,1,330,1294,0.79679803,0.150862069,0.20320197,265,56,2,24
bshapir,CSC226-002-BARNES-F15,1037,5,13862.43871,12866.01171,996.427,13.00416389,10.2724433,13.27761786,46.12450357,61,57,90,19,247,151,76,64,12,0.204884668,1.398148148,0.35739645,818,1,819,0,819,0,82,737,0.8998779,0.006105006,0.1001221,0,41,20,9
spkilgan,CSC226-002-BARNES-F15,2369,108,12767.511,12411.777,355.734,5.31979625,5.646571429,5.310987163,16.54957442,166,103,120,52,255,155,290,119,171,0.078481013,1.490384615,0.149110149,2081,64,1611,534,2145,4,170,1975,0.920745921,0.05034965,0.079254079,828,34,0,13
wehiggin,CSC226-002-BARNES-F15,1065,53,4046.507853,3308.388926,738.1189263,3.695440961,9.585960082,3.24989089,19.0388078,85,74,24,11,259,125,70,56,14,0.174825175,0.801282051,0.287026406,836,0,734,102,836,0,121,715,0.855263158,0.063397129,0.144736842,131,53,1,0
jtcasper,CSC226-001-BITZER-F15,1431,44,9620.312632,9205.670632,414.642,6.598293986,4.18830303,6.773856241,38.67802125,63,45,141,5,402,179,75,51,24,0.192060086,1.278571429,0.333955224,1056,0,1056,0,1056,0,124,932,0.882575758,0.041666667,0.117424242,29,50,5,54
rnjiwas,CSC226-001-BITZER-F15,794,1,15514.88134,12976.1274,2538.753934,18.85161766,22.66744584,18.2505308,67.02903736,46,43,52,9,171,116,34,23,11,0.204946996,1.074074074,0.34421365,652,0,544,108,652,10,86,566,0.86809816,0.001533742,0.13190184,66,40,2,13
scmathew,CSC226-001-BITZER-F15,1324,54,11756.58447,11543.37847,213.206,8.657278694,3.613661017,8.886357557,40.0628842,103,69,93,32,152,161,137,78,59,0.148114075,1.412280702,0.268109908,1205,1,1159,47,1206,0,119,1087,0.9013267,0.044776119,0.0986733,243,39,3,16
pkembur,CSC226-002-BARNES-F15,1845,31,6773.158467,6546.434467,226.724,3.591282326,2.731614458,3.63085661,21.4426861,106,124,124,36,334,211,182,128,54,0.148070175,1.397350993,0.267766497,1550,2,1091,461,1552,0,127,1425,0.918170103,0.019974227,0.081829897,267,55,7,4
jhooper,CSC226-002-BARNES-F15,1947,26,12839.92947,11598.489,1241.440467,6.465221283,17.99189083,6.050333333,19.9940561,104,94,101,47,501,230,117,77,40,0.16642547,2.12962963,0.308724832,1483,2,1056,429,1485,0,103,1382,0.930639731,0.017508418,0.069360269,272,46,10,54
ajcastel,CSC226-001-BITZER-F15,2770,52,25904.061,24759.409,1144.652,9.195619808,13.15691954,9.069380586,25.92933712,132,80,297,32,668,388,162,132,30,0.199691199,0.921615202,0.328257191,2149,0,2087,62,2149,16,206,1943,0.904141461,0.024197301,0.095858539,191,45,13,37
adtalask,CSC226-001-BITZER-F15,3806,10,12231.574,12069.722,161.852,3.171266269,3.678454545,3.165413585,11.35737464,397,126,338,26,615,321,566,78,488,0.102523156,1.813559322,0.19407497,3241,1,3241,1,3242,4,111,3131,0.965761875,0.003084516,0.034238125,422,24,0,87
ajlong4,CSC226-001-BITZER-F15,1547,7,7093.625,6809.852,283.773,4.509615385,4.576983871,4.506851092,7.690312221,145,94,53,10,191,125,177,129,48,0.094268477,1.116071429,0.173852573,1382,0,798,584,1382,0,56,1326,0.959479016,0.005065123,0.040520984,433,33,0,8
ervaugha,CSC226-002-BARNES-F15,2413,67,43427.32987,41990.07841,1437.251467,17.71098282,14.37251467,17.85292449,80.62926447,117,80,84,24,439,147,158,99,59,0.07869379,1.361111111,0.148785425,1992,21,2013,0,2013,0,145,1868,0.927968207,0.033283656,0.072031793,987,57,4,18
agamin,CSC226-001-BITZER-F15,1614,89,18066.3584,17361.3084,705.05,10.96259612,10.07214286,11.00209658,47.79270794,99,76,142,10,223,165,162,89,73,0.129411765,1.586538462,0.239303843,1417,8,1424,1,1425,2,150,1275,0.894736842,0.06245614,0.105263158,54,39,8,58
ajshryoc,CSC226-002-BARNES-F15,2066,72,13288.98593,13109.50893,179.477,6.331103351,3.323648148,6.410517816,30.58769325,127,96,146,67,458,243,193,71,122,0.161892072,1.827067669,0.297429621,1623,18,1034,607,1641,4,140,1501,0.914686167,0.043875686,0.085313833,193,38,0,69
jabeichl,CSC226-002-BARNES-F15,1528,16,19487.27314,18996.34114,490.932,12.48383929,7.918258065,12.67267588,68.56349256,152,91,113,12,283,191,177,101,76,0.16283035,1.335664336,0.290273556,1278,0,1126,152,1278,11,105,1173,0.917840376,0.012519562,0.082159624,178,38,7,20
trnielse,CSC226-002-BARNES-F15,581,65,3143.42,2982.043,161.377,5.178616145,3.103403846,5.37305045,11.05762449,47,36,32,9,95,95,29,17,12,0.23573201,0.87962963,0.371819961,512,0,512,0,512,0,109,403,0.787109375,0.126953125,0.212890625,17,38,2,15
tnpatill,CSC226-002-BARNES-F15,3042,106,30111.87067,29560.31167,551.559,9.779756632,10.02834545,9.775235341,49.84380664,139,244,240,133,441,449,307,232,75,0.182298011,3.13986014,0.344589409,2637,1,2634,4,2638,0,175,2463,0.933661865,0.040181956,0.066338135,118,36,0,46
jlchavez,CSC226-002-BARNES-F15,1389,28,5918.768,5553.221,365.547,4.179920904,6.527625,4.083250735,8.422544291,80,79,54,22,364,135,101,68,33,0.138746146,1.25,0.249768733,1052,0,775,277,1052,0,79,973,0.924904943,0.02661597,0.075095057,291,36,2,20
sgu,CSC226-002-BARNES-F15,1301,2,8062.783,7842.04,220.743,6.066804364,3.344590909,6.209057799,16.7770009,101,71,108,27,228,172,136,106,30,0.168627451,1.592592593,0.304964539,1101,0,225,876,1101,6,81,1020,0.926430518,0.00181653,0.073569482,3,42,6,51
htslaugh,CSC226-001-BITZER-F15,1530,187,11141.00947,10818.15847,322.851,7.11885589,4.30468,7.260509038,31.33681326,74,49,62,26,456,144,67,28,39,0.171428571,0.842105263,0.284866469,1108,1,1106,3,1109,8,269,840,0.757439134,0.168620379,0.242560866,38,48,0,26
ptqualke,CSC226-002-BARNES-F15,1664,9,5704.496,5198.326,506.17,3.36946013,9.734038462,3.167779403,7.836384125,142,94,120,2,255,223,136,97,39,0.162892622,2.144230769,0.302783435,1435,3,824,614,1438,8,69,1369,0.95201669,0.006258693,0.04798331,164,33,0,3
nvakil,CSC226-002-BARNES-F15,1683,49,11822.94293,11513.39293,309.55,6.885814172,5.430701754,6.935778876,33.53601062,102,81,142,30,234,249,106,54,52,0.180304127,2.092436975,0.332,1480,3,1483,0,1483,0,102,1381,0.931220499,0.033041133,0.068779501,319,40,0,41
gbedwar2,CSC226-001-BITZER-F15,1957,25,11669.093,11398.763,270.33,5.855039137,1.903732394,6.158164776,27.70042663,133,91,118,42,444,182,202,109,93,0.127006281,1.272727273,0.230964467,1516,33,1548,1,1549,4,116,1433,0.925112976,0.016139445,0.074887024,358,46,20,26
tlreger,CSC226-001-BITZER-F15,1375,0,13455.611,12861.353,594.258,9.509265724,8.4894,9.562344238,21.34802086,98,87,79,42,194,175,132,103,29,0.151384083,1.305970149,0.271317829,1221,0,1075,146,1221,2,65,1156,0.946764947,0,0.053235053,275,38,6,19
