student,course,currLevel,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
tliu18,CSC226-001-BARNES-F16,3,7,0,34.627,0,34.627,4.946714286,4.946714286,0,15.31284037,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
tliu18,CSC226-001-BARNES-F16,3,71,0,668.825,668.825,0,9.161986301,0,9.161986301,15.63771052,5,4,4,0,17,9,4,3,1,0.160714286,1.285714286,0.285714286,56,0,56,0,56,0,0,56,1,0,0,0,0,0,2
tliu18,CSC226-001-BARNES-F16,4,22,0,262.69,262.69,0,11.42130435,0,11.42130435,15.82711136,4,2,0,1,2,7,0,0,0,0.333333333,1.166666667,0.518518519,21,0,21,0,21,0,0,21,1,0,0,0,0,0,0
tliu18,CSC226-001-BARNES-F16,4,9,0,21.668,0,21.668,2.407555556,2.407555556,0,15.77341671,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
tliu18,CSC226-001-BARNES-F16,4,33,0,363.661,363.661,0,10.69591176,0,10.69591176,16.40561022,6,2,0,2,2,8,2,0,2,0.25,1.333333333,0.421052632,32,0,32,0,32,0,0,32,1,0,0,0,0,0,0
tliu18,CSC226-001-BARNES-F16,5,7,0,23.023,0,23.023,3.289,3.289,0,16.3607695,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
tliu18,CSC226-001-BARNES-F16,5,35,0,499.905,499.905,0,13.88625,0,13.88625,16.9648028,1,0,10,0,3,8,3,3,0,0.242424242,2,0.432432432,33,0,33,0,33,0,0,33,1,0,0,0,0,0,1
tliu18,CSC226-001-BARNES-F16,5,16,0,105.458,105.458,0,5.858777778,0,5.858777778,16.30021024,1,1,2,0,6,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0
tliu18,CSC226-001-BARNES-F16,5,128,0,1280.826,1280.826,0,9.928883721,0,9.928883721,15.70207048,3,6,19,4,6,21,11,7,4,0.170731707,3.5,0.325581395,123,0,123,0,123,0,0,123,1,0,0,0,0,0,13
tliu18,CSC226-001-BARNES-F16,6,39,0,518.673,518.673,0,12.65056098,0,12.65056098,16.20659086,3,0,3,1,4,6,1,1,0,0.162162162,0.857142857,0.272727273,37,0,37,0,37,0,0,37,1,0,0,0,0,0,3
tliu18,CSC226-001-BARNES-F16,6,3,0,5.923,0,5.923,1.974333333,1.974333333,0,16.19284933,0,0,0,0,3,0,0,0,0,0.180839747,0,0.337406384,0,0,0,0,0,0,0,0,0.714590758,0.025626105,0.285409242,0,0,0,0
tliu18,CSC226-001-BARNES-F16,6,213,0,1470.065,1470.065,0,6.869462617,0,6.869462617,12.29606601,19,35,21,26,7,15,86,59,27,0.072463768,2.5,0.14084507,207,0,207,0,207,0,0,207,1,0,0,0,0,0,2
cmwill28,CSC226-001-BARNES-F16,1,53,0,361.342,361.342,0,6.691518519,0,6.691518519,15.39966576,3,4,1,0,20,4,4,4,0,0.153846154,1,0.266666667,34,0,34,0,34,6,8,26,0.764705882,0,0.235294118,10,0,0,0
cmwill28,CSC226-001-BARNES-F16,1,36,0,88.95,88.95,0,2.404054054,0,2.404054054,12.14607908,6,1,0,0,4,3,4,2,2,0.090909091,1,0.166666667,33,0,33,0,33,0,0,33,1,0,0,6,0,0,0
cmwill28,CSC226-001-BARNES-F16,1,59,0,235.867,235.867,0,3.931116667,0,3.931116667,10.1726172,3,3,0,0,10,4,2,1,1,0.08,1,0.148148148,50,0,50,0,50,0,0,50,1,0,0,24,0,0,0
cmwill28,CSC226-001-BARNES-F16,1,22,0,47.837,47.837,0,2.079869565,0,2.079869565,9.531430557,3,2,0,0,6,4,1,1,0,0.235294118,1,0.380952381,17,0,17,0,17,0,0,17,1,0,0,4,0,0,0
cmwill28,CSC226-001-BARNES-F16,2,25,0,90.149,90.149,0,3.467269231,0,3.467269231,9.000818722,3,3,0,0,4,6,0,0,0,0.272727273,1,0.428571429,22,0,22,0,22,0,0,22,1,0,0,3,0,0,0
cmwill28,CSC226-001-BARNES-F16,2,26,0,48.004,0,48.004,1.846307692,1.846307692,0,8.983058611,0,0,0,0,19,0,0,0,0,0,0,0.337406384,7,0,7,0,7,0,5,2,0.285714286,0,0.714285714,0,5,0,0
cmwill28,CSC226-001-BARNES-F16,2,14,0,47.019,47.019,0,3.1346,0,3.1346,8.698743957,2,2,0,0,2,4,0,0,0,0.307692308,0.8,0.444444444,13,0,13,0,13,0,0,13,1,0,0,0,0,0,0
cmwill28,CSC226-001-BARNES-F16,3,15,0,58.484,58.484,0,3.65525,0,3.65525,8.46755308,2,2,0,0,3,4,0,0,0,0.307692308,1,0.470588235,13,0,13,0,13,0,0,13,1,0,0,1,0,0,0
cmwill28,CSC226-001-BARNES-F16,3,55,0,153.362,153.362,0,2.738607143,0,2.738607143,7.804555669,2,2,7,0,9,7,4,3,1,0.14893617,1.75,0.274509804,47,0,47,0,47,0,0,47,1,0,0,1,0,0,5
cmwill28,CSC226-001-BARNES-F16,3,10,0,12.267,0,12.267,1.2267,1.2267,0,7.794150156,0,0,0,0,3,0,0,0,0,0,0,0.337406384,7,0,7,0,7,0,6,1,0.142857143,0,0.857142857,0,6,0,0
cmwill28,CSC226-001-BARNES-F16,3,31,0,85.535,85.535,0,2.67296875,0,2.67296875,7.438783663,3,7,0,0,5,8,2,2,0,0.296296296,1.142857143,0.470588235,27,0,27,0,27,0,0,27,1,0,0,0,0,0,0
cmwill28,CSC226-001-BARNES-F16,4,22,0,73.954,73.954,0,3.215391304,0,3.215391304,7.292503229,5,2,0,0,4,6,1,1,0,0.315789474,1,0.48,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0
cmwill28,CSC226-001-BARNES-F16,4,9,0,7.693,0,7.693,0.854777778,0.854777778,0,7.284471704,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
cmwill28,CSC226-001-BARNES-F16,4,67,0,226.619,226.619,0,3.332632353,0,3.332632353,6.963173948,11,3,0,2,5,6,10,6,4,0.095238095,1,0.173913043,63,0,63,0,63,0,0,63,1,0,0,19,0,0,0
cmwill28,CSC226-001-BARNES-F16,5,64,0,206.155,206.155,0,3.171615385,0,3.171615385,6.645237913,3,0,9,3,5,9,6,3,3,0.15,2.25,0.28125,60,0,60,0,60,0,0,60,1,0,0,7,0,0,5
cmwill28,CSC226-001-BARNES-F16,5,46,0,193.823,193.823,0,4.123893617,0,4.123893617,6.617698376,2,1,9,0,7,8,4,2,2,0.2,2,0.363636364,40,0,40,0,40,0,0,40,1,0,0,3,0,0,3
cmwill28,CSC226-001-BARNES-F16,5,8,0,8.609,0,8.609,1.076125,1.076125,0,6.613170935,0,0,0,0,2,0,0,0,0,0,0,0.337406384,6,0,6,0,6,0,5,1,0.166666667,0,0.833333333,0,5,0,0
cmwill28,CSC226-001-BARNES-F16,5,61,0,172.025,172.025,0,2.774596774,0,2.774596774,6.451444926,6,0,10,2,9,11,7,3,4,0.20754717,1.833333333,0.372881356,53,0,53,0,53,0,0,53,1,0,0,1,0,0,2
cmwill28,CSC226-001-BARNES-F16,6,12,0,13.735,0,13.735,1.144583333,1.144583333,0,6.447397234,0,0,0,0,4,0,0,0,0,0.180839747,0,0.337406384,8,0,8,0,8,0,8,0,0,0,1,0,8,0,0
cmwill28,CSC226-001-BARNES-F16,6,57,0,141.645,141.645,0,2.442155172,0,2.442155172,6.211909634,3,1,10,1,2,9,6,2,4,0.160714286,1.5,0.290322581,56,0,56,0,56,0,0,56,1,0,0,2,0,0,4
cmwill28,CSC226-001-BARNES-F16,6,46,0,119.436,119.436,0,2.541191489,0,2.541191489,2.182052386,4,4,4,0,6,11,1,0,1,0.268292683,1.833333333,0.468085106,41,0,41,0,41,0,0,41,1,0,0,3,0,0,0
jaballan,CSC226-001-BARNES-F16,1,64,7,944.661,944.661,0,14.53324615,0,14.53324615,20.84205078,1,0,14,3,9,4,14,5,9,0.090909091,1,0.166666667,56,0,55,1,56,0,12,44,0.785714286,0.125,0.214285714,6,0,0,0
jaballan,CSC226-001-BARNES-F16,1,88,3,836.381,836.381,0,9.397539326,0,9.397539326,17.51941985,3,4,5,0,3,4,8,4,4,0.049382716,1.333333333,0.095238095,86,0,86,0,86,0,5,81,0.941860465,0.034883721,0.058139535,50,0,0,0
jaballan,CSC226-001-BARNES-F16,1,36,2,374.861,374.861,0,10.41280556,0,10.41280556,17.21923564,0,1,0,0,4,0,1,0,1,0,0,0.337406384,32,0,30,2,32,0,5,27,0.84375,0.0625,0.15625,24,0,0,0
jaballan,CSC226-001-BARNES-F16,1,69,7,496.572,496.572,0,7.093885714,0,7.093885714,16.06888439,7,3,1,1,4,5,7,5,2,0.084745763,1.25,0.158730159,66,0,66,0,66,0,7,59,0.893939394,0.106060606,0.106060606,23,0,0,1
jaballan,CSC226-001-BARNES-F16,1,726,41,4147.186,4147.186,0,5.688869684,0,5.688869684,10.79756587,10,17,27,13,115,23,44,21,23,0.042124542,5.75,0.083636364,614,0,478,136,614,2,68,546,0.889250814,0.066775244,0.110749186,342,0,0,11
jaballan,CSC226-001-BARNES-F16,1,54,0,249.832,249.832,0,4.5424,0,4.5424,10.43735817,5,2,1,0,15,5,3,1,2,0.125,1.25,0.227272727,40,0,40,0,40,0,0,40,1,0,0,9,0,0,1
jaballan,CSC226-001-BARNES-F16,2,46,1,409.28,409.28,0,8.897391304,0,8.897391304,11.67105695,1,1,7,0,11,4,5,2,3,0.117647059,0.666666667,0.2,35,0,35,0,35,0,1,34,0.971428571,0.028571429,0.028571429,4,0,0,1
jaballan,CSC226-001-BARNES-F16,2,8,0,51.683,0,51.683,6.460375,6.460375,0,11.65812793,0,0,0,0,2,0,0,0,0,0,0,0.337406384,6,0,6,0,6,0,5,1,0.166666667,0,0.833333333,0,5,0,0
jaballan,CSC226-001-BARNES-F16,2,181,9,962.22,962.22,0,5.316132597,0,5.316132597,11.17931962,5,2,7,2,50,7,9,5,4,0.058333333,1.166666667,0.111111111,131,0,129,2,131,0,11,120,0.916030534,0.06870229,0.083969466,29,0,0,3
jaballan,CSC226-001-BARNES-F16,2,25,1,95.542,95.542,0,3.674692308,0,3.674692308,10.95861435,2,3,0,0,7,4,1,1,0,0.222222222,1,0.363636364,19,0,19,0,19,0,1,18,0.947368421,0.052631579,0.052631579,3,0,0,0
jaballan,CSC226-001-BARNES-F16,2,108,2,625.762,625.762,0,5.794092593,0,5.794092593,10.9673041,5,3,3,1,17,4,8,5,3,0.04494382,1,0.086021505,91,0,91,0,91,0,2,89,0.978021978,0.021978022,0.021978022,33,0,0,2
jaballan,CSC226-001-BARNES-F16,2,69,1,242.261,242.261,0,3.460871429,0,3.460871429,10.68971054,5,2,4,1,13,7,5,5,0,0.127272727,1.75,0.237288136,57,0,57,0,57,0,2,55,0.964912281,0.01754386,0.035087719,8,0,0,2
jaballan,CSC226-001-BARNES-F16,2,34,0,93.794,93.794,0,2.679828571,0,2.679828571,10.47469803,3,2,1,0,10,5,1,0,1,0.2,1,0.333333333,25,0,25,0,25,0,0,25,1,0,0,1,0,0,0
jaballan,CSC226-001-BARNES-F16,3,8,0,133.38,0,133.38,16.6725,16.6725,0,10.46957191,0,0,0,0,2,0,0,0,0,0,0,0.337406384,6,0,6,0,6,0,5,1,0.166666667,0,0.833333333,0,5,0,0
jaballan,CSC226-001-BARNES-F16,3,172,10,1202.619,1202.619,0,6.99197093,0,6.99197093,11.04936301,9,3,8,0,38,13,7,1,6,0.10483871,3.25,0.203125,134,0,134,0,134,0,10,124,0.925373134,0.074626866,0.074626866,30,0,0,7
jaballan,CSC226-001-BARNES-F16,3,62,8,268.137,268.137,0,4.324790323,0,4.324790323,11.01058882,0,0,6,0,15,2,4,1,3,0.055555556,0.5,0.1,47,0,44,3,47,0,11,36,0.765957447,0.170212766,0.234042553,3,0,0,3
jaballan,CSC226-001-BARNES-F16,3,272,17,1339.771,1339.771,0,4.925628676,0,4.925628676,10.86540266,13,2,20,1,76,22,14,5,9,0.122905028,4.4,0.239130435,196,0,196,0,196,0,17,179,0.913265306,0.086734694,0.086734694,14,0,0,13
jaballan,CSC226-001-BARNES-F16,3,54,8,287.651,287.651,0,5.32687037,0,5.32687037,10.91981889,6,0,6,0,8,7,5,2,3,0.184210526,1.4,0.325581395,46,0,46,0,46,0,8,38,0.826086957,0.173913043,0.173913043,3,0,0,0
jaballan,CSC226-001-BARNES-F16,3,63,4,366.947,366.947,0,5.733546875,0,5.733546875,10.83187021,5,2,3,0,13,7,3,1,2,0.14893617,1.75,0.274509804,51,0,51,0,51,0,4,47,0.921568627,0.078431373,0.078431373,5,0,0,2
jaballan,CSC226-001-BARNES-F16,3,41,4,414.941,414.941,0,10.1205122,0,10.1205122,11.08192264,2,0,3,0,15,5,0,0,0,0.238095238,1,0.384615385,26,0,25,1,26,0,5,21,0.807692308,0.153846154,0.192307692,0,0,0,0
jaballan,CSC226-001-BARNES-F16,3,55,2,348.522,348.522,0,6.336763636,0,6.336763636,11.12332908,5,0,4,0,12,6,3,0,3,0.146341463,1.2,0.260869565,43,0,43,0,43,0,2,41,0.953488372,0.046511628,0.046511628,12,0,0,0
jaballan,CSC226-001-BARNES-F16,3,26,0,149.684,149.684,0,5.543851852,0,5.543851852,11.12492809,4,1,0,0,8,5,0,0,0,0.263157895,1,0.416666667,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0
jaballan,CSC226-001-BARNES-F16,3,55,0,216.818,216.818,0,3.87175,0,3.87175,10.96705585,5,5,2,0,7,9,3,2,1,0.183673469,1.285714286,0.321428571,49,0,49,0,49,0,0,49,1,0,0,2,0,0,2
jaballan,CSC226-001-BARNES-F16,4,9,0,64.361,0,64.361,7.151222222,7.151222222,0,10.96705585,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
jaballan,CSC226-001-BARNES-F16,4,8,0,87.998,0,87.998,10.99975,10.99975,0,10.96446703,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
jaballan,CSC226-001-BARNES-F16,4,129,0,942.265,942.265,0,7.248192308,0,7.248192308,11.19972505,8,5,12,0,22,17,8,3,5,0.158878505,2.833333333,0.300884956,108,0,108,0,108,0,1,107,0.990740741,0,0.009259259,5,0,0,3
jaballan,CSC226-001-BARNES-F16,5,7,0,99.802,0,99.802,14.25742857,14.25742857,0,11.1972827,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
jaballan,CSC226-001-BARNES-F16,5,15,0,55.387,55.387,0,3.4616875,0,3.4616875,11.14926325,1,0,4,0,3,5,0,0,0,0.384615385,1.25,0.588235294,13,0,13,0,13,0,0,13,1,0,0,0,0,0,0
jaballan,CSC226-001-BARNES-F16,5,10,0,45.113,0,45.113,4.5113,4.5113,0,11.14686891,0,0,0,0,3,0,0,0,0,0,0,0.337406384,7,0,7,0,7,0,5,2,0.285714286,0,0.714285714,0,5,0,0
jaballan,CSC226-001-BARNES-F16,5,59,0,249.282,249.282,0,4.1547,0,4.1547,11.06560063,3,0,10,2,21,11,4,2,2,0.282051282,1.833333333,0.488888889,39,0,39,0,39,0,0,39,1,0,0,2,0,0,0
jaballan,CSC226-001-BARNES-F16,6,10,0,54.538,0,54.538,5.4538,5.4538,0,11.06327179,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,8,0,8,0,8,0,8,0,0,0,1,0,8,0,0
jaballan,CSC226-001-BARNES-F16,6,43,0,141.335,141.335,0,3.212159091,0,3.212159091,10.94507191,2,1,7,0,10,7,3,2,1,0.205882353,1.166666667,0.35,34,0,34,0,34,0,0,34,1,0,0,2,0,0,0
jaballan,CSC226-001-BARNES-F16,6,326,0,2301.591,2301.591,0,7.038504587,0,7.038504587,13.59423725,7,6,43,0,96,29,27,16,11,0.130630631,4.833333333,0.254385965,230,1,230,1,231,0,9,222,0.961038961,0,0.038961039,21,0,0,10
jaballan,CSC226-001-BARNES-F16,6,11,2,53.267,53.267,0,4.438916667,0,4.438916667,11.46341843,2,1,0,0,2,3,0,0,0,0.375,1,0.545454545,10,0,10,0,10,0,2,8,0.8,0.2,0.2,0,0,0,0
jaballan,CSC226-001-BARNES-F16,6,95,0,569.913,569.913,0,5.93659375,0,5.93659375,11.12517736,7,6,9,0,20,20,2,1,1,0.303030303,3.333333333,0.555555556,76,0,76,0,76,0,10,66,0.868421053,0,0.131578947,1,0,0,0
apgering,CSC226-001-BARNES-F16,1,120,2,762.469,762.469,0,6.198934959,0,6.198934959,8.380644268,10,6,2,6,60,4,20,19,1,0.075471698,1,0.140350877,63,0,63,0,63,2,10,53,0.841269841,0.031746032,0.158730159,7,0,0,0
apgering,CSC226-001-BARNES-F16,1,77,0,368.807,368.807,0,4.728294872,0,4.728294872,6.779187393,11,15,0,10,3,6,30,21,9,0.08,2,0.153846154,75,0,75,0,75,0,0,75,1,0,0,0,0,0,1
apgering,CSC226-001-BARNES-F16,1,149,2,756.778,756.778,0,5.011774834,0,5.011774834,5.933669503,15,11,2,11,13,6,33,22,11,0.047244094,1.5,0.091603053,138,0,134,4,138,0,11,127,0.920289855,0.014492754,0.079710145,0,0,0,3
apgering,CSC226-001-BARNES-F16,1,16,0,40.997,40.997,0,2.411588235,0,2.411588235,5.621956056,3,2,0,0,4,4,1,1,0,0.307692308,1,0.470588235,13,0,13,0,13,0,0,13,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,2,14,1,50.654,50.654,0,3.376933333,0,3.376933333,5.714335062,2,2,0,0,2,4,0,0,0,0.333333333,1,0.5,13,0,13,0,13,0,1,12,0.923076923,0.076923077,0.076923077,0,0,0,0
apgering,CSC226-001-BARNES-F16,2,7,0,38.148,0,38.148,5.449714286,5.449714286,0,5.714335062,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,5,0,5,0,5,0,5,0,0,0,1,0,5,0,0
apgering,CSC226-001-BARNES-F16,2,6,0,11.499,0,11.499,1.9165,1.9165,0,5.700335837,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,4,0,4,0,4,0,4,0,0,0,1,0,4,0,0
apgering,CSC226-001-BARNES-F16,2,32,0,240.906,240.906,0,7.300181818,0,7.300181818,7.850031431,4,4,0,0,3,4,4,3,1,0.133333333,0.8,0.228571429,30,0,30,0,30,0,0,30,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,3,82,6,1066.751,1066.751,0,13.00915854,0,13.00915854,12.83523329,8,9,0,0,15,12,5,3,2,0.196721311,3,0.369230769,67,0,67,0,67,0,6,61,0.910447761,0.089552239,0.089552239,0,0,0,0
apgering,CSC226-001-BARNES-F16,3,13,0,42.913,42.913,0,3.065214286,0,3.065214286,12.50585978,2,2,0,0,2,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,3,39,0,238.293,238.293,0,5.957325,0,5.957325,11.89494314,3,3,4,1,3,7,4,1,3,0.189189189,1.75,0.341463415,37,0,37,0,37,0,0,37,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,3,8,0,4.52,0,4.52,0.565,0.565,0,11.88105547,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,6,0,6,0,6,0,6,0,0,0,1,0,6,0,0
apgering,CSC226-001-BARNES-F16,3,32,0,140.197,140.197,0,4.248393939,0,4.248393939,11.34836697,3,5,0,0,7,7,1,1,0,0.269230769,1,0.424242424,26,0,26,0,26,0,0,26,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,4,26,0,197.063,197.063,0,7.29862963,0,7.29862963,11.43003524,5,2,0,0,5,6,1,1,0,0.272727273,1,0.428571429,22,0,22,0,22,0,0,22,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,4,11,0,11.955,0,11.955,1.086818182,1.086818182,0,11.41937123,0,0,0,0,4,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,7,0,0
apgering,CSC226-001-BARNES-F16,4,55,0,436.511,436.511,0,7.936563636,0,7.936563636,11.26355648,9,4,0,0,6,4,9,7,2,0.083333333,0.666666667,0.148148148,49,0,49,0,49,0,1,48,0.979591837,0,0.020408163,0,0,0,0
apgering,CSC226-001-BARNES-F16,4,4,0,27.649,27.649,0,6.91225,0,6.91225,11.22220828,0,0,0,0,1,0,0,0,0,0,0,0.337406384,3,0,3,0,3,0,0,3,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,4,24,0,85.187,85.187,0,3.40748,0,3.40748,10.94266413,4,4,0,0,2,7,1,1,0,0.304347826,1.4,0.5,23,0,23,0,23,0,0,23,1,0,0,0,0,0,0
apgering,CSC226-001-BARNES-F16,4,302,0,1981.377,1981.377,0,6.53919802,0,6.53919802,11.89378019,34,17,16,12,40,26,53,35,18,0.111111111,4.333333333,0.216666667,263,0,215,48,263,0,29,234,0.88973384,0,0.11026616,2,0,0,1
apgering,CSC226-001-BARNES-F16,5,109,11,628.65,628.65,0,5.715,0,5.715,11.59196428,13,1,8,0,11,9,13,1,12,0.102272727,1.8,0.193548387,99,0,99,0,99,0,11,88,0.888888889,0.111111111,0.111111111,0,0,0,5
apgering,CSC226-001-BARNES-F16,5,11,0,8.582,0,8.582,0.780181818,0.780181818,0,11.5871654,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,9,0,9,0,9,0,9,0,0,0,1,0,9,0,0
apgering,CSC226-001-BARNES-F16,5,86,0,438.925,438.925,0,5.045114943,0,5.045114943,11.33092422,11,1,9,0,8,8,13,4,9,0.101265823,1.333333333,0.188235294,79,0,79,0,79,0,0,79,1,0,0,0,0,0,1
apgering,CSC226-001-BARNES-F16,6,106,7,658.119,658.119,0,6.15064486,0,6.15064486,11.21599026,9,0,20,0,13,19,10,5,5,0.220930233,2.714285714,0.408602151,94,0,94,0,94,0,8,86,0.914893617,0.074468085,0.085106383,0,0,0,1
apgering,CSC226-001-BARNES-F16,6,3,0,2.849,0,2.849,0.949666667,0.949666667,0,11.21216668,0,0,0,0,2,0,0,0,0,0.180839747,0,0.337406384,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
apgering,CSC226-001-BARNES-F16,6,89,0,366.177,366.177,0,4.068633333,0,4.068633333,4.467260031,8,8,7,0,12,14,9,6,3,0.179487179,2.333333333,0.333333333,78,0,78,0,78,0,0,78,1,0,0,0,0,0,3
afranci,CSC226-001-BARNES-F16,1,176,22,981.34,981.34,0,5.482346369,0,5.482346369,8.476168262,4,11,5,2,58,12,10,3,7,0.141176471,3,0.269662921,118,3,121,0,121,1,36,85,0.702479339,0.181818182,0.297520661,19,0,0,0
afranci,CSC226-001-BARNES-F16,1,20,2,106.714,106.714,0,5.081619048,0,5.081619048,7.710867083,3,1,0,0,8,3,1,0,1,0.272727273,1,0.428571429,13,0,13,0,13,0,2,11,0.846153846,0.153846154,0.153846154,0,0,0,0
afranci,CSC226-001-BARNES-F16,1,107,14,554.457,554.457,0,5.133861111,0,5.133861111,7.106911417,3,7,3,4,26,10,7,5,2,0.15625,2.5,0.294117647,82,0,82,0,82,0,18,64,0.780487805,0.170731707,0.219512195,7,0,0,5
afranci,CSC226-001-BARNES-F16,1,43,0,242.116,242.116,0,5.502636364,0,5.502636364,7.956364805,2,4,2,0,15,6,2,1,1,0.222222222,1.5,0.387096774,29,0,29,0,29,0,2,27,0.931034483,0,0.068965517,2,0,0,0
afranci,CSC226-001-BARNES-F16,2,9,0,100.963,0,100.963,10.0963,10.0963,0,0.293449314,0,0,0,0,3,0,0,0,0,0.180839747,0,0.337406384,7,0,7,0,7,0,7,0,0,0,1,0,6,1,0
afranci,CSC226-001-BARNES-F16,2,22,0,90.33,90.33,0,3.927391304,0,3.927391304,4.86483156,2,3,1,0,8,5,1,1,0,0.333333333,1.25,0.526315789,15,0,15,0,15,0,0,15,1,0,0,0,0,0,0
