student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
cmwill28,CSC226-001-BARNES-F16,180,0,580.705,572.096,8.609,3.138945946,1.076125,3.232180791,5.04244506,11,1,28,5,26,28,17,8,9,0.181818182,1.555555556,0.325581395,159,0,159,0,159,0,5,154,0.968553459,0,0.031446541,11,5,0,10
cmwill28,CSC226-001-BARNES-F16,116,0,275.038,261.303,13.735,2.311243697,1.144583333,2.442084112,2.472297257,7,5,14,1,14,20,7,2,5,0.206185567,1.052631579,0.344827586,105,0,105,0,105,0,8,97,0.923809524,0,0.076190476,5,8,0,4
jaballan,CSC226-001-BARNES-F16,1039,60,7095.489,7095.489,0,6.764050524,0,6.764050524,12.32396694,26,27,48,17,153,41,77,36,41,0.051442911,1.782608696,0.1,896,0,755,141,896,2,99,797,0.889508929,0.066964286,0.110491071,454,0,0,13
jaballan,CSC226-001-BARNES-F16,475,14,2563.832,2512.149,51.683,5.341316667,6.460375,5.322349576,10.50831608,21,13,22,4,113,31,29,18,11,0.090643275,0.939393939,0.165333333,367,0,365,2,367,0,25,342,0.931880109,0.038147139,0.068119891,78,5,0,8
jaballan,CSC226-001-BARNES-F16,829,53,4967.077,4833.697,133.38,5.955727818,16.6725,5.851933414,11.40262713,49,13,52,1,204,76,39,12,27,0.136936937,0.926829268,0.238618524,630,0,625,5,630,0,75,555,0.880952381,0.084126984,0.119047619,69,5,0,27
jaballan,CSC226-001-BARNES-F16,148,0,1094.81,942.402,152.408,7.347718121,8.467111111,7.193908397,13.66692472,8,5,12,0,27,17,8,3,5,0.158878505,0.944444444,0.272,122,0,122,0,122,0,15,107,0.87704918,0,0.12295082,5,14,0,3
jaballan,CSC226-001-BARNES-F16,93,0,449.827,304.912,144.915,4.685697917,8.524411765,3.85964557,7.459982962,4,0,14,2,32,16,4,2,2,0.296296296,0.888888889,0.444444444,64,0,64,0,64,0,10,54,0.84375,0,0.15625,2,10,0,0
jaballan,CSC226-001-BARNES-F16,497,2,3136.034,3081.496,54.538,6.23466004,5.4538,6.250498986,11.86673309,18,14,59,0,138,59,32,19,13,0.178787879,1.134615385,0.308900524,364,1,364,1,365,0,35,330,0.904109589,0.005479452,0.095890411,24,8,0,10
apgering,CSC226-001-BARNES-F16,362,4,1929.251,1929.251,0,5.186158602,0,5.186158602,7.591412294,39,34,4,27,83,20,84,63,21,0.074626866,1.333333333,0.141342756,289,0,285,4,289,2,21,268,0.92733564,0.01384083,0.07266436,7,0,0,4
apgering,CSC226-001-BARNES-F16,61,1,341.505,291.821,49.684,5.336015625,3.548857143,5.83642,10.61407814,6,6,0,0,11,8,4,3,1,0.19047619,0.470588235,0.271186441,53,0,53,0,53,0,11,42,0.79245283,0.018867925,0.20754717,0,10,0,0
apgering,CSC226-001-BARNES-F16,176,6,1503.945,1499.425,4.52,8.309088398,0.565,8.667196532,13.27729472,16,19,4,1,32,30,10,5,5,0.220588235,1.25,0.375,149,0,149,0,149,0,13,136,0.912751678,0.040268456,0.087248322,0,6,0,0
apgering,CSC226-001-BARNES-F16,425,0,2747.458,2735.503,11.955,6.389437209,1.086818182,6.528646778,12.29201878,52,27,16,12,61,43,64,44,20,0.13030303,1.264705882,0.236263736,369,0,321,48,369,0,39,330,0.894308943,0,0.105691057,2,7,0,1
apgering,CSC226-001-BARNES-F16,207,11,1076.366,1067.784,8.582,5.125552381,0.780181818,5.365748744,8.927114951,24,2,17,0,23,17,26,5,21,0.101796407,0.894736842,0.182795699,187,0,187,0,187,0,20,167,0.893048128,0.058823529,0.106951872,0,9,0,6
apgering,CSC226-001-BARNES-F16,199,7,1027.49,1024.641,2.849,5.086584158,0.949666667,5.148949749,8.143783156,17,8,27,0,29,33,19,11,8,0.201219512,1.736842105,0.360655738,173,0,173,0,173,0,9,164,0.947976879,0.040462428,0.052023121,0,1,0,4
afranci,CSC226-001-BARNES-F16,346,38,1884.636,1884.636,0,5.308833803,0,5.308833803,9.032516476,12,23,10,6,110,31,20,9,11,0.165775401,2.066666667,0.306930693,242,3,245,0,245,1,58,187,0.763265306,0.155102041,0.236734694,28,0,0,5
afranci,CSC226-001-BARNES-F16,106,0,462.373,361.41,100.963,4.128330357,10.0963,3.543235294,6.840736062,7,10,4,0,32,14,7,5,2,0.197183099,0.823529412,0.318181818,80,0,80,0,80,0,9,71,0.8875,0,0.1125,3,6,1,0
afranci,CSC226-001-BARNES-F16,852,45,4668.043,4628.366,39.677,5.434275902,5.668142857,5.43235446,10.91902789,71,27,60,2,258,102,58,12,46,0.196153846,4.25,0.375,601,0,601,0,601,0,81,520,0.865224626,0.074875208,0.134775374,22,5,0,11
afranci,CSC226-001-BARNES-F16,129,0,471.273,382.385,88.888,3.57025,7.407333333,3.186541667,6.191786086,19,6,0,0,46,17,8,0,8,0.220779221,0.944444444,0.357894737,86,0,86,0,86,0,9,77,0.895348837,0,0.104651163,0,7,0,0
afranci,CSC226-001-BARNES-F16,203,0,894.336,826.074,68.262,4.299692308,5.6885,4.214663265,7.465455466,7,3,33,2,66,25,20,14,6,0.2,1.315789474,0.347222222,142,0,142,0,142,0,17,125,0.88028169,0,0.11971831,2,9,0,1
afranci,CSC226-001-BARNES-F16,163,0,431.272,424.419,6.853,2.598024096,2.284333333,2.603797546,4.907953892,15,13,13,1,45,26,16,9,7,0.220338983,1.368421053,0.379562044,121,0,121,0,121,0,3,118,0.975206612,0,0.024793388,0,1,0,2
cmharri5,CSC226-002-BARNES-F16,261,28,1794.227,1794.227,0,6.645285185,0,6.645285185,11.92859995,27,29,5,0,55,19,42,27,15,0.102150538,1.266666667,0.189054726,215,0,215,0,215,0,29,186,0.865116279,0.130232558,0.134883721,15,0,0,3
cmharri5,CSC226-002-BARNES-F16,186,13,1246.599,1158.88,87.719,6.526696335,12.53128571,6.29826087,12.15452404,8,23,0,3,37,14,20,15,5,0.108527132,0.823529412,0.191780822,154,0,154,0,154,4,25,129,0.837662338,0.084415584,0.162337662,29,5,0,1
cmharri5,CSC226-002-BARNES-F16,189,0,796.026,738.096,57.93,4.103226804,6.436666667,3.989708108,6.318942045,21,16,4,0,33,21,20,6,14,0.135483871,1.05,0.24,161,0,161,0,161,0,6,155,0.962732919,0,0.037267081,12,6,0,6
cmharri5,CSC226-002-BARNES-F16,231,4,1312.058,1245.056,67.002,5.60708547,4.187625,5.711266055,10.49155545,22,13,8,1,47,21,23,9,14,0.119318182,1.166666667,0.216494845,187,0,187,0,187,0,11,176,0.941176471,0.021390374,0.058823529,21,7,0,2
cmharri5,CSC226-002-BARNES-F16,436,18,3209.281,3135.317,73.964,7.260816742,7.3964,7.257678241,12.13422279,10,16,56,3,63,47,39,12,27,0.133522727,2.611111111,0.254054054,375,4,283,96,379,0,27,352,0.928759894,0.047493404,0.071240106,81,6,1,17
cmharri5,CSC226-002-BARNES-F16,181,6,1010.917,990.063,20.854,5.49411413,5.2135,5.50035,8.618097543,12,2,24,3,35,23,18,5,13,0.161971831,1.210526316,0.285714286,149,0,149,0,149,0,7,142,0.953020134,0.040268456,0.046979866,15,1,0,2
rjalexan,CSC226-002-BARNES-F16,145,1,1200.929,1200.929,0,7.79824026,0,7.79824026,13.2163483,12,11,3,1,31,17,10,6,4,0.142857143,1.133333333,0.253731343,117,6,123,0,123,0,4,119,0.967479675,0.008130081,0.032520325,42,0,0,1
rjalexan,CSC226-002-BARNES-F16,116,0,740.153,713.799,26.354,6.066827869,3.764857143,6.206947826,10.499162,11,10,0,1,19,14,8,7,1,0.142857143,0.823529412,0.243478261,103,0,103,0,103,0,5,98,0.951456311,0,0.048543689,39,5,0,0
rjalexan,CSC226-002-BARNES-F16,134,0,848.525,818.876,29.649,6.104496403,3.706125,6.250961832,9.802692002,9,13,5,2,24,24,5,3,2,0.222222222,1.2,0.375,115,0,115,0,115,0,7,108,0.939130435,0,0.060869565,21,6,0,4
rjalexan,CSC226-002-BARNES-F16,81,0,468.911,450.364,18.547,5.718426829,1.030388889,7.0369375,11.16294713,9,4,0,2,9,9,6,5,1,0.152542373,0.5,0.233766234,73,0,73,0,73,0,14,59,0.808219178,0,0.191780822,16,14,0,1
rjalexan,CSC226-002-BARNES-F16,156,0,1136.16,1131.112,5.048,7.145660377,0.458909091,7.642648649,12.25873283,6,3,20,8,21,25,12,5,7,0.196850394,1.315789474,0.342465753,138,0,138,0,138,0,11,127,0.920289855,0,0.079710145,21,9,0,7
rjalexan,CSC226-002-BARNES-F16,110,0,433.775,428.379,5.396,3.771956522,0.5396,4.0798,5.422019537,7,9,12,0,16,23,5,2,3,0.252747253,1.045454545,0.407079646,99,0,99,0,99,0,8,91,0.919191919,0,0.080808081,3,8,0,3
ajfelion,CSC226-002-BARNES-F16,1068,4,6483.58,6483.58,0,6.008878591,0,6.008878591,10.59327492,61,72,63,50,154,94,153,103,50,0.10421286,4.086956522,0.203243243,925,0,834,91,925,2,23,902,0.975135135,0.004324324,0.024864865,35,0,0,29
ajfelion,CSC226-002-BARNES-F16,69,0,454.773,292.495,162.278,6.496757143,9.015444444,5.624903846,9.031922071,2,3,4,1,14,7,3,1,2,0.159090909,0.466666667,0.237288136,56,0,56,0,56,0,12,44,0.785714286,0,0.214285714,0,12,0,3
ajfelion,CSC226-002-BARNES-F16,244,2,1087.794,1046.418,41.376,4.368650602,4.597333333,4.360075,6.832939039,11,12,28,4,51,32,23,17,6,0.170212766,1.6,0.307692308,198,0,52,146,198,0,10,188,0.949494949,0.01010101,0.050505051,0,6,0,1
ajfelion,CSC226-002-BARNES-F16,157,0,796.517,560.946,235.571,5.041246835,8.724851852,4.282030534,7.08692708,8,5,7,3,38,21,2,0,2,0.201923077,1.166666667,0.344262295,120,0,120,0,120,0,16,104,0.866666667,0,0.133333333,0,14,1,4
ajfelion,CSC226-002-BARNES-F16,297,0,937.583,866.694,70.889,3.125276667,4.169941176,3.062522968,5.09627721,19,12,31,1,43,39,24,12,12,0.161825726,2.166666667,0.301158301,257,0,74,183,257,0,16,241,0.937743191,0,0.062256809,0,10,0,4
ajfelion,CSC226-002-BARNES-F16,105,0,259.79,214.227,45.563,2.450849057,3.2545,2.328554348,2.977404664,8,6,5,0,16,13,6,5,1,0.1625,0.684210526,0.262626263,90,0,90,0,90,0,10,80,0.888888889,0,0.111111111,3,9,1,2
rabaraho,CSC226-002-BARNES-F16,149,0,1499.65,1499.65,0,9.613141026,0,9.613141026,14.6657823,15,16,3,1,59,19,16,11,5,0.206521739,1.266666667,0.355140187,97,0,97,0,97,0,5,92,0.948453608,0,0.051546392,0,0,0,0
rabaraho,CSC226-002-BARNES-F16,75,0,371.608,331.5,40.108,4.6451,3.646181818,4.804347826,8.83590764,8,7,0,0,24,13,2,1,1,0.254901961,0.764705882,0.382352941,56,0,56,0,56,0,5,51,0.910714286,0,0.089285714,0,5,0,1
rabaraho,CSC226-002-BARNES-F16,130,0,806.93,777.247,29.683,5.977259259,2.698454545,6.268120968,8.747615809,11,10,11,0,29,18,14,8,6,0.18,0.9,0.3,106,0,106,0,106,0,6,100,0.943396226,0,0.056603774,0,6,0,1
rabaraho,CSC226-002-BARNES-F16,693,2,5609.904,5600.836,9.068,7.991316239,1.007555556,8.08201443,13.43531617,45,20,56,8,113,69,60,48,12,0.122775801,2.029411765,0.231543624,589,0,589,0,589,6,27,562,0.954159593,0.003395586,0.045840407,76,7,0,26
rabaraho,CSC226-002-BARNES-F16,71,0,308.999,265.155,43.844,4.065776316,3.372615385,4.208809524,3.884111156,5,0,12,0,18,16,1,0,1,0.31372549,0.888888889,0.463768116,58,0,58,0,58,0,7,51,0.879310345,0,0.120689655,0,6,1,0
rabaraho,CSC226-002-BARNES-F16,122,0,790.157,537.025,253.132,6.321256,6.490564103,6.244476744,10.05440153,5,6,17,0,21,24,4,2,2,0.230769231,1.263157895,0.390243902,104,0,104,0,104,0,0,104,1,0,0,5,0,0,3
jwbober,CSC226-001-BARNES-F16,308,0,1482.307,1482.307,0,4.690844937,0,4.690844937,6.004674081,39,20,24,7,48,32,58,49,9,0.120754717,2.133333333,0.228571429,268,0,268,0,268,0,3,265,0.98880597,0,0.01119403,30,0,0,0
jwbober,CSC226-001-BARNES-F16,236,3,1033.304,976.104,57.2,4.287568465,3.813333333,4.319044248,6.771717166,14,12,22,1,38,27,22,16,6,0.145945946,1.08,0.257142857,201,2,185,18,203,0,18,185,0.911330049,0.014778325,0.088669951,19,10,0,6
jwbober,CSC226-001-BARNES-F16,220,0,1180.336,1149.202,31.134,5.222725664,2.830363636,5.345125581,8.599001242,25,12,21,5,39,38,25,20,5,0.209944751,1.9,0.378109453,187,0,187,0,187,0,6,181,0.967914439,0,0.032085561,6,6,0,5
jwbober,CSC226-001-BARNES-F16,433,1,2409.842,2303.511,106.331,5.501922374,5.907277778,5.48455,7.889248622,26,17,50,3,86,72,24,18,6,0.217522659,2.117647059,0.394520548,350,2,352,0,352,0,21,331,0.940340909,0.002840909,0.059659091,25,14,0,14
jwbober,CSC226-001-BARNES-F16,80,0,147.6,131.019,16.581,1.778313253,1.0363125,1.955507463,1.737120145,6,0,12,2,20,15,5,4,1,0.283018868,0.833333333,0.422535211,63,0,63,0,63,0,10,53,0.841269841,0,0.158730159,2,10,0,0
jwbober,CSC226-001-BARNES-F16,325,0,1061.313,1051.678,9.635,3.235710366,0.9635,3.307163522,4.548919193,19,6,43,5,65,49,24,11,13,0.195219124,2.578947368,0.362962963,263,0,263,0,263,0,12,251,0.954372624,0,0.045627376,2,8,0,13
xrao,CSC226-001-BARNES-F16,153,0,1147.463,1147.463,0,7.17164375,0,7.17164375,11.00325319,9,14,11,0,28,23,11,6,5,0.174242424,1.533333333,0.31292517,132,0,132,0,132,0,0,132,1,0,0,10,0,0,3
xrao,CSC226-001-BARNES-F16,82,0,381.252,239.371,141.881,4.485317647,5.254851852,4.127086207,4.319928226,7,9,1,0,15,11,6,3,3,0.20754717,0.733333333,0.323529412,70,0,70,0,70,0,17,53,0.757142857,0,0.242857143,1,5,10,0
xrao,CSC226-001-BARNES-F16,88,0,380.315,328.285,52.03,4.179285714,3.060588235,4.436283784,5.906578658,8,8,4,0,14,13,7,5,2,0.196969697,0.65,0.302325581,77,0,77,0,77,0,11,66,0.857142857,0,0.142857143,0,11,0,4
xrao,CSC226-001-BARNES-F16,142,0,792.298,776.429,15.869,5.464124138,1.442636364,5.794246269,10.73966539,27,8,3,2,18,23,17,3,14,0.193277311,1.277777778,0.335766423,127,0,127,0,127,0,8,119,0.937007874,0,0.062992126,5,7,0,2
xrao,CSC226-001-BARNES-F16,117,0,648.259,627.662,20.597,5.313598361,2.574625,5.505807018,8.325865868,5,3,15,2,23,22,3,3,0,0.23655914,1.222222222,0.396396396,99,0,99,0,99,0,6,93,0.939393939,0,0.060606061,6,5,0,4
xrao,CSC226-001-BARNES-F16,151,0,519.127,500.736,18.391,3.370954545,1.532583333,3.526309859,4.578298127,11,11,9,1,25,22,10,5,5,0.183333333,1.157894737,0.316546763,129,0,129,0,129,0,9,120,0.930232558,0,0.069767442,8,8,0,1
skcoleba,CSC226-002-BARNES-F16,73,3,1021.633,1021.633,0,12.7704125,0,12.7704125,19.73590097,9,9,0,1,14,16,3,3,0,0.307692308,1.066666667,0.47761194,66,0,66,0,66,6,14,52,0.787878788,0.045454545,0.212121212,0,0,0,0
skcoleba,CSC226-002-BARNES-F16,62,3,642.057,532.093,109.964,9.442014706,6.468470588,10.43319608,15.43708501,6,7,0,1,17,10,4,3,1,0.243902439,0.666666667,0.357142857,51,0,51,0,51,0,10,41,0.803921569,0.058823529,0.196078431,0,7,0,0
skcoleba,CSC226-002-BARNES-F16,128,0,1276.994,1236.663,40.331,9.601458647,5.041375,9.893304,15.36549346,9,17,0,4,23,27,3,2,1,0.262135922,1.35,0.43902439,110,0,110,0,110,0,7,103,0.936363636,0,0.063636364,3,6,0,1
skcoleba,CSC226-002-BARNES-F16,390,1,3507.441,3429.616,77.825,8.790578947,7.7825,8.816493573,15.00390247,29,27,39,5,58,86,14,10,4,0.269592476,2.529411765,0.487252125,340,1,340,1,341,0,22,319,0.935483871,0.002932551,0.064516129,0,7,0,11
skcoleba,CSC226-002-BARNES-F16,96,0,837.172,794.552,42.62,8.37172,3.874545455,8.927550562,13.87612137,7,3,14,2,17,21,5,4,1,0.283783784,1.105263158,0.451612903,83,0,83,0,83,0,9,74,0.891566265,0,0.108433735,3,9,0,2
skcoleba,CSC226-002-BARNES-F16,79,0,471.308,465.391,5.917,5.747658537,1.972333333,5.891025316,8.98409453,8,6,8,1,12,21,2,2,0,0.304347826,1.105263158,0.477272727,70,0,70,0,70,0,1,69,0.985714286,0,0.014285714,0,1,0,4
jhpatel4,CSC226-001-BARNES-F16,512,0,3761.486,3761.486,0,7.205911877,0,7.205911877,9.93821149,35,37,37,26,51,42,93,54,39,0.089361702,2.8,0.173195876,471,0,471,0,471,0,1,470,0.997876858,0,0.002123142,169,0,0,6
jhpatel4,CSC226-001-BARNES-F16,60,0,334.172,324.966,9.206,5.30431746,1.315142857,5.802964286,10.56856762,5,6,0,0,17,11,0,0,0,0.268292683,0.733333333,0.392857143,46,0,46,0,46,0,5,41,0.891304348,0,0.108695652,2,5,0,1
jhpatel4,CSC226-001-BARNES-F16,87,0,345.445,340.596,4.849,3.754836957,0.606125,4.054714286,6.884966667,8,10,0,0,25,16,2,0,2,0.262295082,0.8,0.395061728,67,0,67,0,67,0,6,61,0.910447761,0,0.089552239,1,6,0,1
jhpatel4,CSC226-001-BARNES-F16,372,2,3309.361,3135.402,173.959,8.778145889,19.32877778,8.52011413,13.61913533,24,8,39,15,58,51,35,11,24,0.166666667,2.833333333,0.314814815,319,0,319,0,319,0,13,306,0.959247649,0.006269592,0.040752351,35,7,0,9
jhpatel4,CSC226-001-BARNES-F16,88,0,447.337,426.433,20.904,4.915791209,2.613,5.137746988,7.483190978,4,4,13,2,14,19,4,2,2,0.267605634,1,0.422222222,77,0,77,0,77,0,6,71,0.922077922,0,0.077922078,3,6,0,0
jhpatel4,CSC226-001-BARNES-F16,80,0,302.624,293.968,8.656,3.646072289,2.885333333,3.6746,4.820332373,5,5,11,0,22,19,2,1,1,0.316666667,1,0.481012658,61,0,61,0,61,0,1,60,0.983606557,0,0.016393443,0,1,0,1
ncstone3,CSC226-002-BARNES-F16,518,8,2215.249,2215.249,0,4.203508539,0,4.203508539,8.522822752,34,28,11,7,111,26,56,47,9,0.064676617,1.733333333,0.12470024,416,0,280,136,416,1,14,402,0.966346154,0.019230769,0.033653846,83,0,0,0
ncstone3,CSC226-002-BARNES-F16,133,0,485.468,406.707,78.761,3.418788732,6.058538462,3.152767442,7.205561501,10,10,2,1,35,16,7,5,2,0.16,0.941176471,0.273504274,107,0,107,0,107,0,7,100,0.934579439,0,0.065420561,13,7,0,0
ncstone3,CSC226-002-BARNES-F16,60,0,200.237,113.213,87.024,3.28257377,3.48096,3.144805556,3.765222901,4,6,1,0,11,7,4,4,0,0.212121212,0.318181818,0.254545455,50,0,50,0,50,0,17,33,0.66,0,0.34,0,17,0,0
ncstone3,CSC226-002-BARNES-F16,311,0,1380.09,1363.615,16.475,4.395191083,1.372916667,4.515281457,9.495701309,28,17,20,2,59,49,18,9,9,0.204166667,2.722222222,0.379844961,255,0,100,155,255,0,15,240,0.941176471,0,0.058823529,20,7,0,0
ncstone3,CSC226-002-BARNES-F16,65,0,239.008,216.425,22.583,3.621333333,0.981869565,5.033139535,11.63457818,2,4,6,0,11,11,1,1,0,0.282051282,0.578947368,0.379310345,55,0,31,24,55,0,16,39,0.709090909,0,0.290909091,0,15,0,0
ncstone3,CSC226-002-BARNES-F16,212,0,721.366,686.498,34.868,3.355190698,2.051058824,3.467161616,7.740036103,9,11,23,4,46,32,15,13,2,0.207792208,1.454545455,0.363636364,169,0,74,95,169,0,15,154,0.911242604,0,0.088757396,15,12,0,0
masultan,CSC226-001-BARNES-F16,1038,39,5043.36,5043.36,0,4.807778837,0,4.807778837,7.46768609,38,28,77,46,131,72,117,40,77,0.086642599,4.8,0.170212766,915,3,899,19,918,6,87,831,0.905228758,0.04248366,0.094771242,258,0,0,34
masultan,CSC226-001-BARNES-F16,117,5,623.646,528.069,95.577,5.111852459,7.96475,4.800627273,9.260512787,9,9,5,2,32,15,10,2,8,0.192307692,0.882352941,0.315789474,90,0,90,0,90,0,12,78,0.866666667,0.055555556,0.133333333,7,6,1,2
masultan,CSC226-001-BARNES-F16,844,9,3895.072,3835.017,60.055,4.571680751,20.01833333,4.51709894,8.842039235,52,26,64,59,105,71,130,27,103,0.09739369,3.55,0.189586115,747,0,746,1,747,0,18,729,0.975903614,0.012048193,0.024096386,103,1,0,21
masultan,CSC226-001-BARNES-F16,722,10,3973.184,3743.752,229.432,5.45767033,19.11933333,5.228703911,10.85548944,43,20,54,18,168,73,62,21,41,0.14484127,0.39673913,0.212209302,560,0,560,0,560,0,56,504,0.9,0.017857143,0.1,91,8,1,8
masultan,CSC226-001-BARNES-F16,108,0,349.968,263.27,86.698,3.152864865,5.099882353,2.800744681,4.980072637,4,0,17,1,36,20,2,0,2,0.317460317,1.111111111,0.49382716,75,0,75,0,75,0,12,63,0.84,0,0.16,2,11,1,3
masultan,CSC226-001-BARNES-F16,232,7,733.629,685.37,48.259,3.095481013,3.712230769,3.0596875,3.88471673,11,7,29,1,69,33,15,8,7,0.22,1.5,0.38372093,163,5,168,0,168,0,18,150,0.892857143,0.041666667,0.107142857,13,9,2,2
oaallan,CSC226-001-BARNES-F16,269,16,2305.037,2305.037,0,8.173890071,0,8.173890071,14.09430462,17,26,10,11,71,29,35,20,15,0.151041667,1.933333333,0.280193237,211,0,211,0,211,0,19,192,0.909952607,0.075829384,0.090047393,0,0,0,0
oaallan,CSC226-001-BARNES-F16,1202,30,8198.326,8107.822,90.504,6.76988109,4.5252,6.807575147,11.92787667,135,66,141,37,137,97,283,134,149,0.095191364,1.590163934,0.17962963,1074,0,1012,62,1074,0,55,1019,0.948789572,0.027932961,0.051210428,1,5,0,36
oaallan,CSC226-001-BARNES-F16,645,0,2587.477,2560.315,27.162,3.968523006,2.7162,3.988029595,7.222144842,41,60,67,9,81,57,120,45,75,0.104014599,1.096153846,0.19,571,0,571,0,571,0,23,548,0.95971979,0,0.04028021,0,6,0,25
oaallan,CSC226-001-BARNES-F16,218,0,1107.256,1039.437,67.819,5.010208145,6.7819,4.926241706,7.649415964,36,8,4,0,39,20,28,25,3,0.118343195,1.111111111,0.213903743,182,0,182,0,182,0,13,169,0.928571429,0,0.071428571,0,7,0,3
oaallan,CSC226-001-BARNES-F16,150,1,573.794,500.287,73.507,3.750287582,6.125583333,3.548134752,5.653682094,23,4,16,2,22,18,27,24,3,0.148760331,0.947368421,0.257142857,131,0,131,0,131,0,10,121,0.923664122,0.007633588,0.076335878,0,9,0,3
oaallan,CSC226-001-BARNES-F16,535,1,1914.634,1909.793,4.841,3.539064695,0.4841,3.596596987,6.514892234,47,30,41,11,93,53,76,32,44,0.128019324,0.384057971,0.192028986,448,0,448,0,448,0,34,414,0.924107143,0.002232143,0.075892857,0,8,0,8
acluck,CSC226-002-BARNES-F16,167,5,1799.955,1799.955,0,10.34456897,0,10.34456897,15.20789614,22,11,1,1,62,16,19,10,9,0.152380952,1.066666667,0.266666667,103,9,112,0,112,0,7,105,0.9375,0.044642857,0.0625,3,0,0,0
acluck,CSC226-002-BARNES-F16,53,0,401.323,306.594,94.729,7.166482143,13.53271429,6.257020408,9.945336342,5,7,1,0,9,10,3,3,0,0.238095238,0.666666667,0.350877193,47,0,47,0,47,0,5,42,0.893617021,0,0.106382979,0,5,0,0
acluck,CSC226-002-BARNES-F16,151,4,1342.037,1330.149,11.888,8.602801282,3.962666667,8.693784314,14.1100149,21,13,0,0,26,22,12,10,2,0.178861789,1.1,0.307692308,130,0,130,0,130,0,7,123,0.946153846,0.030769231,0.053846154,0,1,0,0
acluck,CSC226-002-BARNES-F16,294,0,2285.918,2210.046,75.872,7.670865772,6.897454545,7.700508711,12.62727973,27,17,16,2,50,34,28,19,9,0.141666667,1.888888889,0.263565891,248,0,248,0,248,0,8,240,0.967741935,0,0.032258065,0,7,0,1
